# Frame Index: 179
Hand 0
  Landmark 0: x=507.575400, y=119.640484, z=-639.000000
  Landmark 1: x=457.217965, y=166.354323, z=-660.000000
  Landmark 2: x=419.952903, y=217.638641, z=-659.000000
  Landmark 3: x=407.495032, y=275.014899, z=-662.000000
  Landmark 4: x=405.162797, y=324.187849, z=-674.000000
  Landmark 5: x=492.782153, y=272.521570, z=-654.000000
  Landmark 6: x=495.514510, y=352.316817, z=-660.000000
  Landmark 7: x=500.604932, y=399.232589, z=-663.000000
  Landmark 8: x=507.527913, y=434.790248, z=-668.000000
  Landmark 9: x=536.535305, y=268.201932, z=-651.000000
  Landmark 10: x=555.443611, y=351.669460, z=-654.000000
  Landmark 11: x=572.276577, y=403.461056, z=-658.000000
  Landmark 12: x=587.924344, y=440.535607, z=-664.000000
  Landmark 13: x=572.178727, y=254.267399, z=-652.000000
  Landmark 14: x=598.697960, y=326.499988, z=-653.000000
  Landmark 15: x=619.818488, y=371.401429, z=-658.000000
  Landmark 16: x=637.985656, y=407.140032, z=-664.000000
  Landmark 17: x=600.301431, y=234.532496, z=-657.000000
  Landmark 18: x=645.286264, y=281.906625, z=-664.000000
  Landmark 19: x=670.281919, y=309.505952, z=-666.000000
  Landmark 20: x=692.177247, y=335.551458, z=-669.000000
Hand 1
  Landmark 0: x=104.936633, y=117.447758, z=-638.000000
  Landmark 1: x=52.394914, y=152.383381, z=-621.000000
  Landmark 2: x=21.216097, y=205.419173, z=-622.000000
  Landmark 3: x=18.108789, y=255.991312, z=-616.000000
  Landmark 4: x=26.059007, y=300.258169, z=-621.000000
  Landmark 5: x=84.198524, y=286.758464, z=-656.000000
  Landmark 6: x=91.482999, y=353.915834, z=-664.000000
  Landmark 7: x=99.081148, y=391.618275, z=-666.000000
  Landmark 8: x=106.403746, y=420.927419, z=-666.000000
  Landmark 9: x=120.140166, y=286.866330, z=-661.000000
  Landmark 10: x=129.876036, y=358.593028, z=-663.000000
  Landmark 11: x=138.828340, y=401.144957, z=-661.000000
  Landmark 12: x=145.653918, y=433.075308, z=-659.000000
  Landmark 13: x=152.786249, y=273.145746, z=-663.000000
  Landmark 14: x=164.489079, y=340.348881, z=-664.000000
  Landmark 15: x=171.013529, y=379.328129, z=-661.000000
  Landmark 16: x=174.636452, y=408.217231, z=-659.000000
  Landmark 17: x=184.789682, y=246.722054, z=-662.000000
  Landmark 18: x=206.090841, y=296.808548, z=-667.000000
  Landmark 19: x=217.941317, y=328.750495, z=-668.000000
  Landmark 20: x=225.996307, y=356.563178, z=-667.000000
