# Frame Index: 75
Hand 0
  Landmark 0: x=504.193452, y=125.076415, z=-636.000000
  Landmark 1: x=455.836642, y=174.401251, z=-660.000000
  Landmark 2: x=419.150955, y=223.853161, z=-659.000000
  Landmark 3: x=401.841641, y=279.615476, z=-663.000000
  Landmark 4: x=393.990863, y=327.550505, z=-674.000000
  Landmark 5: x=496.549600, y=284.962600, z=-659.000000
  Landmark 6: x=497.480812, y=363.803228, z=-663.000000
  Landmark 7: x=500.317048, y=408.183644, z=-664.000000
  Landmark 8: x=505.429460, y=445.289233, z=-668.000000
  Landmark 9: x=539.831989, y=280.144534, z=-655.000000
  Landmark 10: x=559.023466, y=361.543501, z=-657.000000
  Landmark 11: x=574.343616, y=410.700326, z=-658.000000
  Landmark 12: x=590.163036, y=448.208470, z=-663.000000
  Landmark 13: x=575.840259, y=262.643605, z=-655.000000
  Landmark 14: x=607.416250, y=333.663037, z=-658.000000
  Landmark 15: x=628.959063, y=377.716934, z=-660.000000
  Landmark 16: x=648.415096, y=412.358091, z=-664.000000
  Landmark 17: x=603.163923, y=241.519712, z=-659.000000
  Landmark 18: x=649.391625, y=283.993848, z=-664.000000
  Landmark 19: x=677.566374, y=311.018130, z=-666.000000
  Landmark 20: x=699.536417, y=336.099785, z=-668.000000
Hand 1
  Landmark 0: x=105.430065, y=120.014945, z=-641.000000
  Landmark 1: x=64.202982, y=161.427167, z=-622.000000
  Landmark 2: x=62.349111, y=228.270381, z=-623.000000
  Landmark 3: x=107.237453, y=258.726288, z=-628.000000
  Landmark 4: x=153.997197, y=250.367592, z=-643.000000
  Landmark 5: x=85.996295, y=287.939990, z=-654.000000
  Landmark 6: x=92.386597, y=355.466908, z=-663.000000
  Landmark 7: x=101.173319, y=395.944002, z=-666.000000
  Landmark 8: x=110.588088, y=427.440958, z=-667.000000
  Landmark 9: x=122.224676, y=284.135673, z=-650.000000
  Landmark 10: x=131.759750, y=360.133101, z=-662.000000
  Landmark 11: x=138.408285, y=404.074218, z=-659.000000
  Landmark 12: x=145.211873, y=436.924016, z=-657.000000
  Landmark 13: x=155.204892, y=272.947118, z=-660.000000
  Landmark 14: x=169.448221, y=339.836308, z=-663.000000
  Landmark 15: x=174.128225, y=382.444818, z=-661.000000
  Landmark 16: x=178.505529, y=412.768689, z=-658.000000
  Landmark 17: x=185.740168, y=247.299649, z=-658.000000
  Landmark 18: x=209.966201, y=296.363558, z=-666.000000
  Landmark 19: x=220.758026, y=330.355007, z=-667.000000
  Landmark 20: x=228.452201, y=358.659832, z=-666.000000
