# Frame Index: 147
Hand 0
  Landmark 0: x=506.571723, y=120.644803, z=-639.000000
  Landmark 1: x=456.181071, y=167.393219, z=-661.000000
  Landmark 2: x=418.917812, y=218.674395, z=-659.000000
  Landmark 3: x=406.452088, y=276.060082, z=-663.000000
  Landmark 4: x=403.643486, y=324.381948, z=-675.000000
  Landmark 5: x=492.782153, y=275.605254, z=-654.000000
  Landmark 6: x=495.980116, y=354.394610, z=-661.000000
  Landmark 7: x=499.849872, y=400.711365, z=-663.000000
  Landmark 8: x=506.768141, y=436.236018, z=-667.000000
  Landmark 9: x=537.359476, y=271.688170, z=-652.000000
  Landmark 10: x=557.321720, y=354.266114, z=-655.000000
  Landmark 11: x=572.276577, y=404.495237, z=-658.000000
  Landmark 12: x=587.038916, y=440.914190, z=-663.000000
  Landmark 13: x=572.178727, y=256.316901, z=-652.000000
  Landmark 14: x=601.560452, y=328.529454, z=-655.000000
  Landmark 15: x=620.940413, y=371.965869, z=-657.000000
  Landmark 16: x=641.035507, y=409.843562, z=-665.000000
  Landmark 17: x=601.215131, y=235.923653, z=-658.000000
  Landmark 18: x=643.342631, y=281.057508, z=-663.000000
  Landmark 19: x=671.289862, y=309.971375, z=-666.000000
  Landmark 20: x=693.228045, y=336.602928, z=-669.000000
Hand 1
  Landmark 0: x=108.281329, y=114.798260, z=-640.000000
  Landmark 1: x=66.050569, y=154.335438, z=-621.000000
  Landmark 2: x=61.075041, y=220.349969, z=-620.000000
  Landmark 3: x=105.912675, y=252.982884, z=-626.000000
  Landmark 4: x=152.273907, y=241.163097, z=-639.000000
  Landmark 5: x=84.319448, y=281.658469, z=-649.000000
  Landmark 6: x=89.262477, y=351.298748, z=-663.000000
  Landmark 7: x=96.086950, y=391.157964, z=-667.000000
  Landmark 8: x=105.357661, y=421.974174, z=-666.000000
  Landmark 9: x=120.271385, y=280.910932, z=-652.000000
  Landmark 10: x=128.640342, y=354.930759, z=-662.000000
  Landmark 11: x=134.471668, y=399.500757, z=-660.000000
  Landmark 12: x=141.298816, y=433.452319, z=-658.000000
  Landmark 13: x=153.701054, y=267.983279, z=-658.000000
  Landmark 14: x=164.489079, y=336.174434, z=-664.000000
  Landmark 15: x=168.660855, y=378.962515, z=-664.000000
  Landmark 16: x=172.312051, y=410.695029, z=-663.000000
  Landmark 17: x=184.987357, y=243.532472, z=-659.000000
  Landmark 18: x=208.186153, y=292.615241, z=-667.000000
  Landmark 19: x=217.615058, y=327.210026, z=-668.000000
  Landmark 20: x=226.335132, y=357.632333, z=-669.000000
