# Frame Index: 89
Hand 0
  Landmark 0: x=504.986209, y=125.273076, z=-637.000000
  Landmark 1: x=455.825880, y=173.363926, z=-660.000000
  Landmark 2: x=418.678387, y=223.831751, z=-659.000000
  Landmark 3: x=402.715841, y=280.240816, z=-663.000000
  Landmark 4: x=395.634938, y=327.466028, z=-674.000000
  Landmark 5: x=496.074570, y=284.962600, z=-658.000000
  Landmark 6: x=497.480812, y=362.761188, z=-663.000000
  Landmark 7: x=500.317048, y=408.366357, z=-664.000000
  Landmark 8: x=505.720485, y=444.622633, z=-667.000000
  Landmark 9: x=540.656160, y=280.572235, z=-656.000000
  Landmark 10: x=559.202972, y=359.962169, z=-657.000000
  Landmark 11: x=574.343616, y=409.666145, z=-658.000000
  Landmark 12: x=591.204409, y=446.124390, z=-663.000000
  Landmark 13: x=575.840259, y=263.673072, z=-655.000000
  Landmark 14: x=605.570000, y=333.155178, z=-656.000000
  Landmark 15: x=626.971004, y=376.108882, z=-659.000000
  Landmark 16: x=648.347110, y=411.933928, z=-665.000000
  Landmark 17: x=602.248651, y=242.128742, z=-657.000000
  Landmark 18: x=647.372152, y=285.037460, z=-664.000000
  Landmark 19: x=676.488429, y=311.485124, z=-666.000000
  Landmark 20: x=698.482032, y=336.602928, z=-669.000000
Hand 1
  Landmark 0: x=102.409611, y=116.992558, z=-641.000000
  Landmark 1: x=58.528726, y=158.023251, z=-624.000000
  Landmark 2: x=51.667913, y=225.694556, z=-624.000000
  Landmark 3: x=98.397094, y=251.366380, z=-622.000000
  Landmark 4: x=144.566255, y=239.154459, z=-636.000000
  Landmark 5: x=85.864802, y=287.499715, z=-653.000000
  Landmark 6: x=92.386597, y=354.424868, z=-663.000000
  Landmark 7: x=100.277575, y=395.351271, z=-667.000000
  Landmark 8: x=109.706480, y=425.977899, z=-667.000000
  Landmark 9: x=122.508992, y=286.162986, z=-657.000000
  Landmark 10: x=130.719947, y=359.092632, z=-662.000000
  Landmark 11: x=137.581651, y=403.650056, z=-660.000000
  Landmark 12: x=144.399376, y=438.254074, z=-659.000000
  Landmark 13: x=153.131569, y=271.909793, z=-660.000000
  Landmark 14: x=167.617911, y=340.348881, z=-664.000000
  Landmark 15: x=171.272249, y=383.023404, z=-662.000000
  Landmark 16: x=175.938116, y=415.060630, z=-660.000000
  Landmark 17: x=182.639609, y=245.231286, z=-658.000000
  Landmark 18: x=207.874030, y=293.223292, z=-666.000000
  Landmark 19: x=220.039771, y=328.750495, z=-668.000000
  Landmark 20: x=229.139275, y=358.659832, z=-667.000000
