# Frame Index: 307
Hand 0
  Landmark 0: x=509.374974, y=112.786479, z=-640.000000
  Landmark 1: x=457.555878, y=157.564956, z=-659.000000
  Landmark 2: x=419.710336, y=209.265194, z=-658.000000
  Landmark 3: x=409.580920, y=267.296060, z=-664.000000
  Landmark 4: x=407.884372, y=316.281978, z=-675.000000
  Landmark 5: x=488.476634, y=264.109214, z=-651.000000
  Landmark 6: x=493.156445, y=345.559861, z=-660.000000
  Landmark 7: x=497.770266, y=390.306682, z=-662.000000
  Landmark 8: x=505.429460, y=426.391059, z=-668.000000
  Landmark 9: x=534.490256, y=262.062854, z=-651.000000
  Landmark 10: x=552.361899, y=345.502092, z=-654.000000
  Landmark 11: x=567.279059, y=394.587015, z=-657.000000
  Landmark 12: x=581.832049, y=432.577870, z=-664.000000
  Landmark 13: x=570.130536, y=248.118891, z=-652.000000
  Landmark 14: x=595.505854, y=321.860514, z=-654.000000
  Landmark 15: x=613.716769, y=365.751350, z=-658.000000
  Landmark 16: x=631.634875, y=401.482094, z=-665.000000
  Landmark 17: x=601.093742, y=231.103433, z=-659.000000
  Landmark 18: x=641.190328, y=277.313906, z=-663.000000
  Landmark 19: x=667.059524, y=306.243490, z=-667.000000
  Landmark 20: x=685.872462, y=332.397047, z=-669.000000
Hand 1
  Landmark 0: x=97.223610, y=108.762915, z=-640.000000
  Landmark 1: x=50.362876, y=146.291257, z=-620.000000
  Landmark 2: x=28.054920, y=208.374571, z=-622.000000
  Landmark 3: x=59.907333, y=247.807249, z=-618.000000
  Landmark 4: x=101.490925, y=257.490334, z=-623.000000
  Landmark 5: x=68.865707, y=260.302695, z=-620.000000
  Landmark 6: x=67.291988, y=340.364202, z=-662.000000
  Landmark 7: x=67.698586, y=381.150724, z=-666.000000
  Landmark 8: x=68.847892, y=413.172827, z=-667.000000
  Landmark 9: x=107.066693, y=264.227055, z=-627.000000
  Landmark 10: x=120.503676, y=352.340788, z=-663.000000
  Landmark 11: x=128.251700, y=396.388782, z=-660.000000
  Landmark 12: x=135.508329, y=429.583179, z=-660.000000
  Landmark 13: x=145.057732, y=266.088398, z=-662.000000
  Landmark 14: x=160.558745, y=333.545171, z=-665.000000
  Landmark 15: x=167.617911, y=375.831680, z=-664.000000
  Landmark 16: x=172.572341, y=406.526869, z=-663.000000
  Landmark 17: x=176.974777, y=239.752720, z=-660.000000
  Landmark 18: x=201.153689, y=287.804452, z=-668.000000
  Landmark 19: x=213.013589, y=318.727934, z=-669.000000
  Landmark 20: x=221.419969, y=346.066160, z=-669.000000
