# Frame Index: 313
Hand 0
  Landmark 0: x=510.170873, y=111.955245, z=-641.000000
  Landmark 1: x=457.555878, y=157.564956, z=-660.000000
  Landmark 2: x=420.824874, y=209.670298, z=-660.000000
  Landmark 3: x=409.580920, y=266.407070, z=-664.000000
  Landmark 4: x=407.884372, y=315.221077, z=-675.000000
  Landmark 5: x=489.226982, y=264.514911, z=-651.000000
  Landmark 6: x=492.409238, y=344.000533, z=-659.000000
  Landmark 7: x=496.730464, y=389.398633, z=-662.000000
  Landmark 8: x=505.429460, y=425.341161, z=-668.000000
  Landmark 9: x=532.648272, y=261.660300, z=-650.000000
  Landmark 10: x=551.334662, y=344.474197, z=-654.000000
  Landmark 11: x=567.108978, y=395.187604, z=-658.000000
  Landmark 12: x=581.666680, y=433.230325, z=-664.000000
  Landmark 13: x=569.256103, y=247.738340, z=-651.000000
  Landmark 14: x=595.505854, y=320.832620, z=-654.000000
  Landmark 15: x=613.617369, y=365.196340, z=-658.000000
  Landmark 16: x=631.634875, y=401.482094, z=-665.000000
  Landmark 17: x=599.148092, y=229.727016, z=-658.000000
  Landmark 18: x=639.183421, y=276.895635, z=-663.000000
  Landmark 19: x=667.059524, y=306.243490, z=-667.000000
  Landmark 20: x=685.872462, y=332.397047, z=-669.000000
Hand 1
  Landmark 0: x=94.766804, y=113.258968, z=-637.000000
  Landmark 1: x=40.690067, y=146.527211, z=-621.000000
  Landmark 2: x=7.611170, y=200.491496, z=-628.000000
  Landmark 3: x=-5.228614, y=252.827099, z=-631.000000
  Landmark 4: x=-14.538318, y=298.801235, z=-648.000000
  Landmark 5: x=72.531140, y=277.236485, z=-653.000000
  Landmark 6: x=68.228571, y=341.927850, z=-662.000000
  Landmark 7: x=68.641451, y=381.623609, z=-666.000000
  Landmark 8: x=69.790757, y=412.742378, z=-666.000000
  Landmark 9: x=112.701782, y=279.171067, z=-660.000000
  Landmark 10: x=120.503676, y=352.340788, z=-663.000000
  Landmark 11: x=128.446021, y=394.911578, z=-661.000000
  Landmark 12: x=136.751876, y=428.156269, z=-661.000000
  Landmark 13: x=145.277183, y=266.490952, z=-662.000000
  Landmark 14: x=158.231415, y=334.087211, z=-664.000000
  Landmark 15: x=165.282728, y=373.181589, z=-663.000000
  Landmark 16: x=169.192643, y=402.792302, z=-662.000000
  Landmark 17: x=175.166457, y=240.115982, z=-661.000000
  Landmark 18: x=200.104462, y=287.804452, z=-668.000000
  Landmark 19: x=213.744410, y=318.251509, z=-668.000000
  Landmark 20: x=222.470767, y=346.066160, z=-669.000000
