# Frame Index: 220
Hand 0
  Landmark 0: x=509.958383, y=122.845387, z=-640.000000
  Landmark 1: x=458.245435, y=163.484588, z=-658.000000
  Landmark 2: x=421.774234, y=213.880300, z=-654.000000
  Landmark 3: x=410.426848, y=271.693293, z=-660.000000
  Landmark 4: x=405.763929, y=323.708281, z=-672.000000
  Landmark 5: x=493.054329, y=272.104870, z=-652.000000
  Landmark 6: x=498.339751, y=351.783811, z=-659.000000
  Landmark 7: x=500.889674, y=397.589960, z=-661.000000
  Landmark 8: x=507.527913, y=433.740349, z=-667.000000
  Landmark 9: x=535.711134, y=267.789947, z=-650.000000
  Landmark 10: x=554.594308, y=348.052770, z=-653.000000
  Landmark 11: x=572.111207, y=400.966959, z=-658.000000
  Landmark 12: x=585.997543, y=437.788070, z=-663.000000
  Landmark 13: x=573.202823, y=253.242647, z=-651.000000
  Landmark 14: x=599.614802, y=324.944198, z=-653.000000
  Landmark 15: x=618.876515, y=368.771770, z=-656.000000
  Landmark 16: x=638.861214, y=406.272847, z=-663.000000
  Landmark 17: x=602.248651, y=232.843706, z=-657.000000
  Landmark 18: x=644.314448, y=278.568720, z=-662.000000
  Landmark 19: x=670.243776, y=307.877864, z=-664.000000
  Landmark 20: x=690.075652, y=334.499987, z=-668.000000
Hand 1
  Landmark 0: x=103.771620, y=128.276603, z=-634.000000
  Landmark 1: x=50.444106, y=153.359410, z=-620.000000
  Landmark 2: x=18.373365, y=207.392256, z=-624.000000
  Landmark 3: x=7.574811, y=259.454964, z=-624.000000
  Landmark 4: x=7.926282, y=314.184112, z=-632.000000
  Landmark 5: x=74.582473, y=281.772622, z=-652.000000
  Landmark 6: x=68.228571, y=346.083437, z=-661.000000
  Landmark 7: x=66.552422, y=386.849526, z=-664.000000
  Landmark 8: x=66.752580, y=420.511115, z=-666.000000
  Landmark 9: x=115.987238, y=286.866330, z=-661.000000
  Landmark 10: x=126.560737, y=355.971227, z=-662.000000
  Landmark 11: x=131.759750, y=400.711365, z=-661.000000
  Landmark 12: x=136.958763, y=434.389649, z=-661.000000
  Landmark 13: x=150.703502, y=274.187786, z=-663.000000
  Landmark 14: x=164.489079, y=339.305270, z=-664.000000
  Landmark 15: x=170.489595, y=378.391789, z=-663.000000
  Landmark 16: x=175.431459, y=411.116048, z=-662.000000
  Landmark 17: x=181.121422, y=247.013995, z=-659.000000
  Landmark 18: x=205.350596, y=295.153741, z=-667.000000
  Landmark 19: x=216.892091, y=326.650698, z=-667.000000
  Landmark 20: x=225.960414, y=357.113868, z=-669.000000
