# Frame Index: 216
Hand 0
  Landmark 0: x=508.157237, y=122.029870, z=-640.000000
  Landmark 1: x=458.589398, y=162.444120, z=-658.000000
  Landmark 2: x=422.265650, y=214.205841, z=-654.000000
  Landmark 3: x=409.387045, y=270.834165, z=-660.000000
  Landmark 4: x=406.221448, y=322.844624, z=-671.000000
  Landmark 5: x=492.299269, y=270.663419, z=-651.000000
  Landmark 6: x=497.584691, y=350.215052, z=-659.000000
  Landmark 7: x=501.929477, y=396.549492, z=-661.000000
  Landmark 8: x=508.577140, y=433.740349, z=-668.000000
  Landmark 9: x=536.535305, y=266.768339, z=-650.000000
  Landmark 10: x=555.443611, y=347.557881, z=-653.000000
  Landmark 11: x=570.374906, y=398.717454, z=-655.000000
  Landmark 12: x=586.881400, y=439.491996, z=-663.000000
  Landmark 13: x=573.202823, y=252.217896, z=-651.000000
  Landmark 14: x=599.614802, y=322.888409, z=-653.000000
  Landmark 15: x=618.784968, y=368.298885, z=-657.000000
  Landmark 16: x=637.901963, y=406.708011, z=-664.000000
  Landmark 17: x=600.301431, y=231.454121, z=-655.000000
  Landmark 18: x=643.273074, y=277.313906, z=-662.000000
  Landmark 19: x=671.250148, y=307.291816, z=-665.000000
  Landmark 20: x=690.075652, y=334.499987, z=-668.000000
Hand 1
  Landmark 0: x=105.938739, y=126.472485, z=-636.000000
  Landmark 1: x=55.232042, y=151.163541, z=-619.000000
  Landmark 2: x=22.086031, y=204.428405, z=-618.000000
  Landmark 3: x=25.765266, y=254.888557, z=-613.000000
  Landmark 4: x=51.888683, y=284.301631, z=-614.000000
  Landmark 5: x=77.540545, y=279.886180, z=-651.000000
  Landmark 6: x=71.343266, y=345.044540, z=-660.000000
  Landmark 7: x=69.790757, y=386.384499, z=-665.000000
  Landmark 8: x=71.049566, y=421.141567, z=-667.000000
  Landmark 9: x=119.462303, y=286.692267, z=-661.000000
  Landmark 10: x=126.751916, y=358.090281, z=-663.000000
  Landmark 11: x=131.560717, y=401.144957, z=-660.000000
  Landmark 12: x=138.828340, y=435.046819, z=-661.000000
  Landmark 13: x=152.786249, y=273.145746, z=-662.000000
  Landmark 14: x=167.617911, y=337.218046, z=-664.000000
  Landmark 15: x=174.918519, y=378.962515, z=-664.000000
  Landmark 16: x=180.903328, y=411.737069, z=-662.000000
  Landmark 17: x=183.472312, y=246.349362, z=-659.000000
  Landmark 18: x=206.090841, y=294.711894, z=-666.000000
  Landmark 19: x=216.892091, y=326.650698, z=-667.000000
  Landmark 20: x=225.623159, y=355.529392, z=-669.000000
