# Frame Index: 101
Hand 0
  Landmark 0: x=506.781072, y=127.475232, z=-637.000000
  Landmark 1: x=457.565535, y=168.686930, z=-659.000000
  Landmark 2: x=421.774234, y=219.710148, z=-656.000000
  Landmark 3: x=405.839961, y=277.313906, z=-661.000000
  Landmark 4: x=396.693589, y=326.008465, z=-671.000000
  Landmark 5: x=496.074570, y=283.065157, z=-657.000000
  Landmark 6: x=499.849872, y=361.173569, z=-662.000000
  Landmark 7: x=502.687678, y=407.753195, z=-663.000000
  Landmark 8: x=507.527913, y=443.189436, z=-667.000000
  Landmark 9: x=539.831989, y=279.115068, z=-655.000000
  Landmark 10: x=558.172593, y=358.931130, z=-655.000000
  Landmark 11: x=573.310096, y=409.666145, z=-658.000000
  Landmark 12: x=589.121663, y=448.208470, z=-663.000000
  Landmark 13: x=574.961114, y=262.242623, z=-654.000000
  Landmark 14: x=604.646875, y=331.617853, z=-655.000000
  Landmark 15: x=624.986087, y=375.642284, z=-657.000000
  Landmark 16: x=645.213566, y=411.933928, z=-664.000000
  Landmark 17: x=601.333380, y=239.695545, z=-656.000000
  Landmark 18: x=647.372152, y=282.950236, z=-662.000000
  Landmark 19: x=675.474203, y=309.971375, z=-664.000000
  Landmark 20: x=697.431235, y=337.106071, z=-669.000000
Hand 1
  Landmark 0: x=102.932421, y=129.480727, z=-636.000000
  Landmark 1: x=49.707681, y=160.965481, z=-622.000000
  Landmark 2: x=22.549873, y=218.005988, z=-630.000000
  Landmark 3: x=9.721318, y=269.442378, z=-637.000000
  Landmark 4: x=2.768766, y=315.892741, z=-644.000000
  Landmark 5: x=86.390774, y=292.358645, z=-656.000000
  Landmark 6: x=96.552090, y=358.090281, z=-663.000000
  Landmark 7: x=105.357661, y=396.852051, z=-665.000000
  Landmark 8: x=114.772429, y=427.207950, z=-665.000000
  Landmark 9: x=122.401526, y=293.543128, z=-661.000000
  Landmark 10: x=131.958782, y=362.761188, z=-662.000000
  Landmark 11: x=138.408285, y=405.109972, z=-659.000000
  Landmark 12: x=145.653918, y=439.289827, z=-659.000000
  Landmark 13: x=154.635407, y=278.976572, z=-661.000000
  Landmark 14: x=166.825833, y=346.087372, z=-664.000000
  Landmark 15: x=171.791471, y=383.483715, z=-660.000000
  Landmark 16: x=175.671543, y=414.431751, z=-658.000000
  Landmark 17: x=185.268067, y=251.163294, z=-659.000000
  Landmark 18: x=209.233809, y=299.953529, z=-666.000000
  Landmark 19: x=220.758026, y=331.403334, z=-666.000000
  Landmark 20: x=227.749652, y=360.215621, z=-665.000000
