# Frame Index: 57
Hand 0
  Landmark 0: x=504.398089, y=128.871883, z=-635.000000
  Landmark 1: x=455.836642, y=172.326601, z=-658.000000
  Landmark 2: x=419.710336, y=225.239008, z=-655.000000
  Landmark 3: x=407.495032, y=283.566147, z=-660.000000
  Landmark 4: x=401.523042, y=334.317286, z=-673.000000
  Landmark 5: x=497.584691, y=291.326035, z=-657.000000
  Landmark 6: x=501.646305, y=369.013428, z=-662.000000
  Landmark 7: x=502.969279, y=412.156516, z=-661.000000
  Landmark 8: x=507.054454, y=448.143053, z=-666.000000
  Landmark 9: x=540.035055, y=285.884200, z=-653.000000
  Landmark 10: x=559.722640, y=363.447615, z=-653.000000
  Landmark 11: x=577.598550, y=414.206601, z=-656.000000
  Landmark 12: x=591.639260, y=452.050892, z=-659.000000
  Landmark 13: x=574.226919, y=267.589165, z=-650.000000
  Landmark 14: x=613.617369, y=336.239258, z=-657.000000
  Landmark 15: x=635.251728, y=378.180388, z=-658.000000
  Landmark 16: x=655.715704, y=413.401702, z=-663.000000
  Landmark 17: x=604.199013, y=245.603978, z=-656.000000
  Landmark 18: x=650.562687, y=284.608187, z=-662.000000
  Landmark 19: x=679.682551, y=310.551135, z=-664.000000
  Landmark 20: x=703.733324, y=335.049886, z=-667.000000
Hand 1
  Landmark 0: x=108.112140, y=128.679356, z=-637.000000
  Landmark 1: x=53.714088, y=159.258808, z=-624.000000
  Landmark 2: x=18.726134, y=211.374187, z=-634.000000
  Landmark 3: x=-5.361404, y=259.217674, z=-643.000000
  Landmark 4: x=-27.453901, y=298.008934, z=-658.000000
  Landmark 5: x=86.390774, y=292.358645, z=-656.000000
  Landmark 6: x=89.262477, y=358.593028, z=-663.000000
  Landmark 7: x=92.665290, y=398.346544, z=-665.000000
  Landmark 8: x=95.798834, y=430.747230, z=-665.000000
  Landmark 9: x=124.293093, y=294.138606, z=-660.000000
  Landmark 10: x=133.000156, y=364.845268, z=-662.000000
  Landmark 11: x=138.198257, y=405.529419, z=-658.000000
  Landmark 12: x=143.741020, y=438.682358, z=-655.000000
  Landmark 13: x=157.516514, y=279.594054, z=-660.000000
  Landmark 14: x=168.660855, y=347.654163, z=-663.000000
  Landmark 15: x=173.337930, y=383.811607, z=-658.000000
  Landmark 16: x=176.662867, y=413.975164, z=-655.000000
  Landmark 17: x=188.092629, y=252.854250, z=-657.000000
  Landmark 18: x=211.012286, y=303.690844, z=-666.000000
  Landmark 19: x=221.140598, y=335.093498, z=-665.000000
  Landmark 20: x=227.065720, y=363.308339, z=-663.000000
