# Frame Index: 188
Hand 0
  Landmark 0: x=508.579076, y=121.649122, z=-639.000000
  Landmark 1: x=458.599288, y=162.198736, z=-657.000000
  Landmark 2: x=421.774234, y=213.880300, z=-654.000000
  Landmark 3: x=409.387045, y=271.693293, z=-660.000000
  Landmark 4: x=404.104146, y=323.228713, z=-673.000000
  Landmark 5: x=494.079996, y=274.157516, z=-652.000000
  Landmark 6: x=497.584691, y=352.286558, z=-658.000000
  Landmark 7: x=501.646305, y=399.232589, z=-662.000000
  Landmark 8: x=507.527913, y=435.840146, z=-667.000000
  Landmark 9: x=537.753043, y=270.663419, z=-650.000000
  Landmark 10: x=555.443611, y=350.641565, z=-654.000000
  Landmark 11: x=571.243057, y=401.392693, z=-658.000000
  Landmark 12: x=586.881400, y=440.535607, z=-663.000000
  Landmark 13: x=574.226919, y=255.292150, z=-651.000000
  Landmark 14: x=599.614802, y=326.999988, z=-653.000000
  Landmark 15: x=618.876515, y=369.804380, z=-656.000000
  Landmark 16: x=638.946478, y=406.708011, z=-664.000000
  Landmark 17: x=604.199013, y=235.246446, z=-657.000000
  Landmark 18: x=644.314448, y=280.440026, z=-663.000000
  Landmark 19: x=671.289862, y=308.924619, z=-664.000000
  Landmark 20: x=690.093376, y=335.049886, z=-668.000000
Hand 1
  Landmark 0: x=106.104787, y=119.640484, z=-636.000000
  Landmark 1: x=63.022708, y=155.061368, z=-618.000000
  Landmark 2: x=57.179708, y=218.401055, z=-620.000000
  Landmark 3: x=104.761799, y=248.649497, z=-624.000000
  Landmark 4: x=150.972031, y=236.880598, z=-640.000000
  Landmark 5: x=83.813470, y=282.368100, z=-651.000000
  Landmark 6: x=89.262477, y=349.214668, z=-661.000000
  Landmark 7: x=96.988977, y=390.109637, z=-665.000000
  Landmark 8: x=105.357661, y=419.880664, z=-665.000000
  Landmark 9: x=121.017254, y=282.203467, z=-646.000000
  Landmark 10: x=127.793289, y=354.424868, z=-662.000000
  Landmark 11: x=134.267923, y=399.500757, z=-659.000000
  Landmark 12: x=142.548647, y=433.075308, z=-658.000000
  Landmark 13: x=152.555802, y=270.652825, z=-661.000000
  Landmark 14: x=166.825833, y=336.680721, z=-665.000000
  Landmark 15: x=171.272249, y=378.861530, z=-661.000000
  Landmark 16: x=176.974777, y=410.075580, z=-659.000000
  Landmark 17: x=183.194744, y=244.939345, z=-659.000000
  Landmark 18: x=206.090841, y=291.566914, z=-667.000000
  Landmark 19: x=216.567402, y=325.113373, z=-667.000000
  Landmark 20: x=225.285905, y=356.047857, z=-668.000000
