# Frame Index: 198
Hand 0
  Landmark 0: x=508.369727, y=121.839496, z=-639.000000
  Landmark 1: x=457.908626, y=163.237633, z=-658.000000
  Landmark 2: x=422.023084, y=213.880300, z=-654.000000
  Landmark 3: x=410.005454, y=272.288190, z=-661.000000
  Landmark 4: x=404.703707, y=323.708281, z=-672.000000
  Landmark 5: x=493.054329, y=273.131193, z=-652.000000
  Landmark 6: x=497.584691, y=352.286558, z=-659.000000
  Landmark 7: x=501.929477, y=398.630428, z=-661.000000
  Landmark 8: x=508.577140, y=434.790248, z=-667.000000
  Landmark 9: x=536.535305, y=269.225111, z=-650.000000
  Landmark 10: x=555.443611, y=349.613671, z=-653.000000
  Landmark 11: x=572.111207, y=403.038465, z=-658.000000
  Landmark 12: x=586.881400, y=440.535607, z=-663.000000
  Landmark 13: x=574.081968, y=254.657379, z=-652.000000
  Landmark 14: x=600.642039, y=325.972093, z=-653.000000
  Landmark 15: x=620.852008, y=370.455659, z=-657.000000
  Landmark 16: x=639.990993, y=406.708011, z=-663.000000
  Landmark 17: x=602.248651, y=233.882602, z=-656.000000
  Landmark 18: x=645.286264, y=279.819401, z=-663.000000
  Landmark 19: x=671.289862, y=307.877864, z=-665.000000
  Landmark 20: x=692.159524, y=335.049886, z=-668.000000
Hand 1
  Landmark 0: x=110.464155, y=121.022408, z=-639.000000
  Landmark 1: x=65.944208, y=156.035824, z=-619.000000
  Landmark 2: x=62.048875, y=218.401055, z=-619.000000
  Landmark 3: x=109.845705, y=249.047336, z=-625.000000
  Landmark 4: x=158.245278, y=240.114782, z=-643.000000
  Landmark 5: x=84.449370, y=281.070850, z=-649.000000
  Landmark 6: x=89.127843, y=350.256708, z=-662.000000
  Landmark 7: x=96.988977, y=389.524765, z=-665.000000
  Landmark 8: x=105.515855, y=420.511115, z=-665.000000
  Landmark 9: x=121.660562, y=280.744727, z=-646.000000
  Landmark 10: x=129.876036, y=354.424868, z=-662.000000
  Landmark 11: x=136.544990, y=398.463432, z=-660.000000
  Landmark 12: x=142.332336, y=432.039555, z=-658.000000
  Landmark 13: x=154.168230, y=268.797818, z=-659.000000
  Landmark 14: x=166.825833, y=336.680721, z=-664.000000
  Landmark 15: x=170.232446, y=378.391789, z=-662.000000
  Landmark 16: x=174.391656, y=410.075580, z=-661.000000
  Landmark 17: x=184.987357, y=243.532472, z=-659.000000
  Landmark 18: x=206.090841, y=291.566914, z=-667.000000
  Landmark 19: x=216.892091, y=323.501002, z=-668.000000
  Landmark 20: x=224.236678, y=351.848263, z=-667.000000
