# Frame Index: 303
Hand 0
  Landmark 0: x=507.150419, y=115.985095, z=-640.000000
  Landmark 1: x=456.873303, y=157.241778, z=-658.000000
  Landmark 2: x=421.626822, y=209.034934, z=-655.000000
  Landmark 3: x=410.623864, y=266.653431, z=-661.000000
  Landmark 4: x=409.847067, y=317.460360, z=-670.000000
  Landmark 5: x=489.226982, y=266.155573, z=-650.000000
  Landmark 6: x=495.514510, y=345.036286, z=-658.000000
  Landmark 7: x=499.849872, y=391.347150, z=-661.000000
  Landmark 8: x=507.236888, y=428.080840, z=-668.000000
  Landmark 9: x=532.648272, y=262.681908, z=-649.000000
  Landmark 10: x=551.517309, y=343.947478, z=-653.000000
  Landmark 11: x=568.142497, y=395.788193, z=-657.000000
  Landmark 12: x=582.709624, y=435.317549, z=-663.000000
  Landmark 13: x=568.233578, y=247.738340, z=-651.000000
  Landmark 14: x=594.595295, y=320.342050, z=-652.000000
  Landmark 15: x=613.716769, y=365.673940, z=-657.000000
  Landmark 16: x=634.676873, y=404.179337, z=-665.000000
  Landmark 17: x=598.114572, y=228.684382, z=-656.000000
  Landmark 18: x=641.114488, y=275.644954, z=-662.000000
  Landmark 19: x=666.059435, y=303.690844, z=-664.000000
  Landmark 20: x=686.923260, y=330.850292, z=-668.000000
Hand 1
  Landmark 0: x=103.934527, y=123.464243, z=-636.000000
  Landmark 1: x=60.878025, y=156.503796, z=-617.000000
  Landmark 2: x=56.296530, y=217.777287, z=-620.000000
  Landmark 3: x=106.895933, y=245.111788, z=-625.000000
  Landmark 4: x=154.656911, y=238.816950, z=-644.000000
  Landmark 5: x=73.106229, y=275.538252, z=-648.000000
  Landmark 6: x=67.291988, y=342.445139, z=-661.000000
  Landmark 7: x=67.596937, y=383.713976, z=-665.000000
  Landmark 8: x=69.790757, y=414.646888, z=-665.000000
  Landmark 9: x=113.049120, y=278.510159, z=-652.000000
  Landmark 10: x=119.462303, y=353.382828, z=-663.000000
  Landmark 11: x=124.105055, y=397.426107, z=-660.000000
  Landmark 12: x=130.127561, y=431.003802, z=-658.000000
  Landmark 13: x=145.874941, y=265.685843, z=-656.000000
  Landmark 14: x=160.317303, y=333.043599, z=-664.000000
  Landmark 15: x=166.574967, y=376.875292, z=-663.000000
  Landmark 16: x=172.572341, y=410.695029, z=-663.000000
  Landmark 17: x=177.472010, y=240.060379, z=-657.000000
  Landmark 18: x=201.900216, y=287.373607, z=-667.000000
  Landmark 19: x=213.744410, y=320.351306, z=-668.000000
  Landmark 20: x=223.521564, y=349.220571, z=-669.000000
