# Frame Index: 139
Hand 0
  Landmark 0: x=510.380222, y=124.857169, z=-639.000000
  Landmark 1: x=457.908626, y=165.315426, z=-658.000000
  Landmark 2: x=422.663483, y=216.274204, z=-655.000000
  Landmark 3: x=408.768636, y=275.438467, z=-660.000000
  Landmark 4: x=401.986844, y=326.406700, z=-672.000000
  Landmark 5: x=492.782153, y=276.633148, z=-653.000000
  Landmark 6: x=497.018347, y=357.511300, z=-660.000000
  Landmark 7: x=500.604932, y=404.617644, z=-662.000000
  Landmark 8: x=506.186091, y=440.039741, z=-668.000000
  Landmark 9: x=538.383572, y=271.688170, z=-652.000000
  Landmark 10: x=556.470848, y=354.753144, z=-653.000000
  Landmark 11: x=574.181388, y=407.181478, z=-658.000000
  Landmark 12: x=587.924344, y=443.666442, z=-663.000000
  Landmark 13: x=575.107635, y=256.710025, z=-651.000000
  Landmark 14: x=599.723626, y=329.578957, z=-653.000000
  Landmark 15: x=621.885528, y=374.037376, z=-657.000000
  Landmark 16: x=640.071544, y=410.459868, z=-663.000000
  Landmark 17: x=605.115855, y=236.597716, z=-657.000000
  Landmark 18: x=646.329208, y=281.906625, z=-663.000000
  Landmark 19: x=673.345461, y=310.436797, z=-665.000000
  Landmark 20: x=691.142603, y=336.099785, z=-667.000000
Hand 1
  Landmark 0: x=112.477791, y=120.014945, z=-639.000000
  Landmark 1: x=68.865707, y=156.035824, z=-617.000000
  Landmark 2: x=62.249032, y=219.105575, z=-620.000000
  Landmark 3: x=110.021178, y=249.445175, z=-625.000000
  Landmark 4: x=157.266946, y=238.630301, z=-641.000000
  Landmark 5: x=83.300064, y=278.598361, z=-648.000000
  Landmark 6: x=87.048238, y=347.647481, z=-661.000000
  Landmark 7: x=93.991638, y=390.109637, z=-665.000000
  Landmark 8: x=101.477143, y=421.974174, z=-665.000000
  Landmark 9: x=120.271385, y=278.861429, z=-644.000000
  Landmark 10: x=127.600539, y=352.849822, z=-661.000000
  Landmark 11: x=133.435006, y=398.463432, z=-660.000000
  Landmark 12: x=140.265296, y=433.452319, z=-657.000000
  Landmark 13: x=152.667534, y=267.983279, z=-654.000000
  Landmark 14: x=163.446135, y=336.174434, z=-664.000000
  Landmark 15: x=166.324101, y=378.391789, z=-663.000000
  Landmark 16: x=170.232446, y=410.695029, z=-662.000000
  Landmark 17: x=184.706648, y=245.231286, z=-657.000000
  Landmark 18: x=208.186153, y=292.615241, z=-666.000000
  Landmark 19: x=217.941317, y=326.650698, z=-667.000000
  Landmark 20: x=225.623159, y=356.580863, z=-668.000000
