# Frame Index: 278
Hand 0
  Landmark 0: x=510.170873, y=119.007483, z=-640.000000
  Landmark 1: x=458.225887, y=159.878702, z=-656.000000
  Landmark 2: x=423.576718, y=211.492683, z=-654.000000
  Landmark 3: x=411.883331, y=268.339672, z=-660.000000
  Landmark 4: x=410.004816, y=320.525580, z=-672.000000
  Landmark 5: x=493.589259, y=267.178752, z=-650.000000
  Landmark 6: x=498.619781, y=348.143545, z=-658.000000
  Landmark 7: x=501.646305, y=395.064429, z=-662.000000
  Landmark 8: x=506.186091, y=431.235250, z=-668.000000
  Landmark 9: x=538.580355, y=264.109214, z=-650.000000
  Landmark 10: x=554.594308, y=346.000124, z=-652.000000
  Landmark 11: x=570.209537, y=398.290148, z=-657.000000
  Landmark 12: x=583.752568, y=436.361160, z=-663.000000
  Landmark 13: x=575.251014, y=249.143642, z=-651.000000
  Landmark 14: x=600.642039, y=322.888409, z=-653.000000
  Landmark 15: x=618.784968, y=367.264703, z=-657.000000
  Landmark 16: x=635.899768, y=402.965585, z=-663.000000
  Landmark 17: x=605.234104, y=230.074561, z=-657.000000
  Landmark 18: x=644.314448, y=276.271866, z=-662.000000
  Landmark 19: x=669.197691, y=305.784354, z=-664.000000
  Landmark 20: x=686.945696, y=332.950089, z=-667.000000
Hand 1
  Landmark 0: x=99.769480, y=121.268373, z=-635.000000
  Landmark 1: x=45.860594, y=150.417971, z=-624.000000
  Landmark 2: x=14.747108, y=202.681288, z=-636.000000
  Landmark 3: x=-4.387105, y=248.118891, z=-650.000000
  Landmark 4: x=-28.884109, y=280.438863, z=-669.000000
  Landmark 5: x=76.985875, y=283.665350, z=-655.000000
  Landmark 6: x=70.517758, y=347.130588, z=-662.000000
  Landmark 7: x=67.596937, y=385.804343, z=-664.000000
  Landmark 8: x=67.800236, y=419.462788, z=-666.000000
  Landmark 9: x=117.202513, y=287.300318, z=-661.000000
  Landmark 10: x=123.441329, y=357.550988, z=-662.000000
  Landmark 11: x=130.522485, y=400.106061, z=-661.000000
  Landmark 12: x=136.751876, y=434.389649, z=-660.000000
  Landmark 13: x=150.476197, y=273.774230, z=-662.000000
  Landmark 14: x=162.403191, y=341.392493, z=-663.000000
  Landmark 15: x=167.365475, y=380.475869, z=-663.000000
  Landmark 16: x=172.312051, y=410.695029, z=-661.000000
  Landmark 17: x=179.811905, y=245.603978, z=-658.000000
  Landmark 18: x=205.350596, y=296.203640, z=-667.000000
  Landmark 19: x=217.941317, y=326.650698, z=-667.000000
  Landmark 20: x=225.623159, y=355.529392, z=-668.000000
