# Frame Index: 64
Hand 0
  Landmark 0: x=488.609927, y=124.032910, z=-635.246272
  Landmark 1: x=439.745616, y=169.214627, z=-655.060607
  Landmark 2: x=404.216655, y=225.230380, z=-665.525590
  Landmark 3: x=398.467197, y=279.398491, z=-666.583845
  Landmark 4: x=389.263982, y=326.406581, z=-681.002981
  Landmark 5: x=501.622058, y=291.442381, z=-660.415554
  Landmark 6: x=498.696150, y=369.192953, z=-663.424896
  Landmark 7: x=493.646707, y=415.338885, z=-663.559881
  Landmark 8: x=498.164054, y=449.648726, z=-667.173789
  Landmark 9: x=538.586952, y=285.687531, z=-655.846997
  Landmark 10: x=551.860375, y=366.896451, z=-655.618136
  Landmark 11: x=577.117759, y=417.034549, z=-658.802770
  Landmark 12: x=589.168325, y=451.318451, z=-662.945341
  Landmark 13: x=573.501312, y=263.371841, z=-653.294754
  Landmark 14: x=624.669789, y=335.058466, z=-659.318913
  Landmark 15: x=655.290897, y=378.580426, z=-660.095160
  Landmark 16: x=665.361456, y=411.526886, z=-664.938865
  Landmark 17: x=597.430828, y=241.926977, z=-658.127319
  Landmark 18: x=650.892566, y=279.463440, z=-664.000324
  Landmark 19: x=683.856537, y=304.113584, z=-666.150371
  Landmark 20: x=701.446844, y=326.312093, z=-668.306148
  Landmark 21: x=488.609927, y=-175.967090, z=-635.246272
Hand 1
  Landmark 0: x=109.403241, y=124.935007, z=-639.191212
  Landmark 1: x=46.272664, y=161.686774, z=-624.633392
  Landmark 2: x=8.527848, y=218.197342, z=-635.940560
  Landmark 3: x=7.387309, y=269.175327, z=-629.291042
  Landmark 4: x=-2.394631, y=319.987973, z=-639.613901
  Landmark 5: x=90.154550, y=296.352287, z=-657.628679
  Landmark 6: x=95.317252, y=365.019306, z=-663.302712
  Landmark 7: x=98.451287, y=401.789920, z=-665.049086
  Landmark 8: x=96.335049, y=431.581477, z=-665.007161
  Landmark 9: x=134.778663, y=296.449377, z=-661.011181
  Landmark 10: x=144.670275, y=370.141985, z=-663.229945
  Landmark 11: x=144.604307, y=410.476061, z=-658.324829
  Landmark 12: x=142.905169, y=439.802841, z=-656.131298
  Landmark 13: x=164.357141, y=282.655573, z=-661.816221
  Landmark 14: x=185.120412, y=347.702836, z=-663.577769
  Landmark 15: x=186.107570, y=385.308927, z=-659.836804
  Landmark 16: x=176.154124, y=413.825953, z=-655.820242
  Landmark 17: x=197.291124, y=254.445707, z=-658.513765
  Landmark 18: x=214.995924, y=303.466688, z=-666.283372
  Landmark 19: x=226.590216, y=333.701347, z=-665.958714
  Landmark 20: x=225.297321, y=358.910977, z=-663.801249
  Landmark 21: x=109.403241, y=-175.064993, z=-639.191212
