# Frame Index: 194
Hand 0
  Landmark 0: x=508.116683, y=118.353329, z=-639.414294
  Landmark 1: x=457.426435, y=166.102416, z=-659.971729
  Landmark 2: x=420.375306, y=217.346861, z=-658.591053
  Landmark 3: x=408.973760, y=274.381577, z=-662.926544
  Landmark 4: x=406.266722, y=323.125437, z=-674.234947
  Landmark 5: x=491.471772, y=270.625357, z=-652.781901
  Landmark 6: x=495.711591, y=351.340221, z=-659.833474
  Landmark 7: x=500.352074, y=397.193590, z=-662.324086
  Landmark 8: x=507.542216, y=433.528443, z=-667.918570
  Landmark 9: x=536.151796, y=267.128733, z=-650.847226
  Landmark 10: x=554.888662, y=350.547077, z=-653.944513
  Landmark 11: x=571.359433, y=401.703076, z=-658.036503
  Landmark 12: x=587.394840, y=439.607474, z=-664.173253
  Landmark 13: x=572.571311, y=252.832099, z=-651.980823
  Landmark 14: x=599.150418, y=326.002202, z=-653.856196
  Landmark 15: x=618.228909, y=370.319402, z=-657.723961
  Landmark 16: x=636.638340, y=407.079457, z=-664.740370
  Landmark 17: x=601.902044, y=234.293524, z=-658.204666
  Landmark 18: x=643.455911, y=280.760393, z=-662.923832
  Landmark 19: x=669.927734, y=309.487546, z=-665.905845
  Landmark 20: x=690.342649, y=335.427667, z=-668.687311
  Landmark 21: x=508.116683, y=-181.646671, z=-639.414294
Hand 1
  Landmark 0: x=104.819779, y=115.856596, z=-639.244260
  Landmark 1: x=58.283171, y=156.035532, z=-620.825389
  Landmark 2: x=59.217497, y=221.144246, z=-622.104523
  Landmark 3: x=104.113934, y=251.817491, z=-623.922788
  Landmark 4: x=148.699786, y=238.260768, z=-635.700712
  Landmark 5: x=82.682529, y=280.576499, z=-652.562742
  Landmark 6: x=89.136158, y=350.789976, z=-663.021873
  Landmark 7: x=97.066317, y=390.114959, z=-666.421556
  Landmark 8: x=105.872236, y=421.083697, z=-666.667903
  Landmark 9: x=119.480518, y=281.639505, z=-656.206726
  Landmark 10: x=128.071826, y=356.205305, z=-662.795658
  Landmark 11: x=135.774976, y=399.847271, z=-660.288622
  Landmark 12: x=142.946082, y=432.393162, z=-658.353695
  Landmark 13: x=151.954069, y=269.833652, z=-661.562066
  Landmark 14: x=164.328712, y=338.023481, z=-664.395164
  Landmark 15: x=169.687125, y=378.535046, z=-662.148040
  Landmark 16: x=173.828224, y=408.565556, z=-660.110122
  Landmark 17: x=183.419761, y=244.813552, z=-660.472716
  Landmark 18: x=206.228359, y=293.543193, z=-667.366952
  Landmark 19: x=217.603432, y=325.654386, z=-667.709232
  Landmark 20: x=226.456569, y=354.148189, z=-668.241747
  Landmark 21: x=104.819779, y=-184.143404, z=-639.244260
