# Frame Index: 80
Hand 0
  Landmark 0: x=495.413224, y=123.739300, z=-636.415083
  Landmark 1: x=448.398024, y=169.214627, z=-658.228167
  Landmark 2: x=417.065631, y=223.853161, z=-662.071731
  Landmark 3: x=402.677598, y=278.976757, z=-664.907624
  Landmark 4: x=394.637100, y=327.063199, z=-677.126423
  Landmark 5: x=501.098442, y=287.909606, z=-659.363595
  Landmark 6: x=501.734662, y=365.577393, z=-663.565120
  Landmark 7: x=499.770351, y=409.711666, z=-663.566713
  Landmark 8: x=505.310944, y=445.588354, z=-667.289701
  Landmark 9: x=541.536316, y=282.197067, z=-656.188660
  Landmark 10: x=559.998261, y=362.624201, z=-657.682343
  Landmark 11: x=581.757068, y=411.866902, z=-659.584747
  Landmark 12: x=596.082973, y=447.239144, z=-663.567809
  Landmark 13: x=576.629707, y=261.875520, z=-654.967076
  Landmark 14: x=622.731128, y=332.755472, z=-658.634666
  Landmark 15: x=650.714325, y=375.369073, z=-659.769126
  Landmark 16: x=667.129537, y=409.142508, z=-664.868560
  Landmark 17: x=600.496374, y=239.038085, z=-658.272049
  Landmark 18: x=655.847370, y=278.518129, z=-664.964491
  Landmark 19: x=688.587290, y=303.238206, z=-666.215888
  Landmark 20: x=710.380705, y=326.369319, z=-667.810046
  Landmark 21: x=495.413224, y=-176.260700, z=-636.415083
Hand 1
  Landmark 0: x=107.457071, y=118.428738, z=-641.681271
  Landmark 1: x=62.401498, y=159.471889, z=-621.734642
  Landmark 2: x=67.088563, y=224.970883, z=-620.329021
  Landmark 3: x=110.388392, y=256.579195, z=-619.762087
  Landmark 4: x=155.573293, y=243.427729, z=-627.643360
  Landmark 5: x=88.295566, y=286.069597, z=-652.815492
  Landmark 6: x=95.835107, y=356.331586, z=-663.354142
  Landmark 7: x=103.564409, y=395.886493, z=-666.330234
  Landmark 8: x=109.319050, y=425.803755, z=-665.331687
  Landmark 9: x=127.204539, y=281.905160, z=-656.034210
  Landmark 10: x=138.224457, y=360.291461, z=-662.111395
  Landmark 11: x=141.360305, y=403.470161, z=-658.712118
  Landmark 12: x=144.472454, y=435.411404, z=-656.221597
  Landmark 13: x=158.183802, y=271.780264, z=-659.049013
  Landmark 14: x=176.869679, y=339.888165, z=-663.649236
  Landmark 15: x=178.623252, y=381.390564, z=-661.577150
  Landmark 16: x=175.458784, y=411.478187, z=-659.005510
  Landmark 17: x=190.367602, y=246.189002, z=-658.043031
  Landmark 18: x=212.481854, y=294.535072, z=-666.452093
  Landmark 19: x=224.038013, y=327.748304, z=-667.427339
  Landmark 20: x=227.455000, y=354.946555, z=-666.483848
  Landmark 21: x=107.457071, y=-181.571262, z=-641.681271
