# Frame Index: 122
Hand 0
  Landmark 0: x=504.972476, y=122.083380, z=-639.124170
  Landmark 1: x=457.334966, y=168.432040, z=-660.878833
  Landmark 2: x=419.651404, y=219.669877, z=-658.642539
  Landmark 3: x=405.854870, y=277.516260, z=-662.530298
  Landmark 4: x=401.958029, y=326.890547, z=-674.305456
  Landmark 5: x=495.773408, y=278.835045, z=-654.922712
  Landmark 6: x=498.024419, y=357.752589, z=-661.382674
  Landmark 7: x=501.459065, y=403.505485, z=-663.113249
  Landmark 8: x=508.398301, y=439.602455, z=-667.809106
  Landmark 9: x=539.579873, y=274.982581, z=-652.549232
  Landmark 10: x=559.433297, y=356.417094, z=-654.857945
  Landmark 11: x=576.598551, y=406.224796, z=-658.337286
  Landmark 12: x=592.347522, y=442.816299, z=-663.497716
  Landmark 13: x=575.036998, y=258.903759, z=-652.806082
  Landmark 14: x=606.105980, y=329.820697, z=-654.117408
  Landmark 15: x=628.208017, y=373.357786, z=-657.828113
  Landmark 16: x=649.081840, y=409.413605, z=-664.960418
  Landmark 17: x=602.023702, y=238.366379, z=-657.637843
  Landmark 18: x=649.138598, y=281.988061, z=-663.466558
  Landmark 19: x=677.339877, y=309.374346, z=-665.860127
  Landmark 20: x=699.205711, y=334.714823, z=-668.580851
  Landmark 21: x=504.972476, y=-177.916620, z=-639.124170
Hand 1
  Landmark 0: x=104.545182, y=118.891298, z=-637.622334
  Landmark 1: x=48.318983, y=152.137998, z=-621.156007
  Landmark 2: x=12.205202, y=206.728307, z=-629.843344
  Landmark 3: x=6.611822, y=257.794284, z=-633.557539
  Landmark 4: x=-0.249755, y=242.109937, z=-653.708476
  Landmark 5: x=83.934725, y=288.446652, z=-655.672347
  Landmark 6: x=92.875380, y=355.762848, z=-663.483129
  Landmark 7: x=102.536600, y=393.641245, z=-665.280582
  Landmark 8: x=111.507677, y=423.584992, z=-665.169186
  Landmark 9: x=121.455545, y=289.386266, z=-661.363491
  Landmark 10: x=131.159080, y=360.444549, z=-662.243565
  Landmark 11: x=139.095718, y=402.372195, z=-659.484620
  Landmark 12: x=145.435037, y=434.615548, z=-658.135484
  Landmark 13: x=153.737993, y=275.198122, z=-662.656614
  Landmark 14: x=166.696798, y=342.511981, z=-663.915483
  Landmark 15: x=172.772248, y=380.739818, z=-660.825916
  Landmark 16: x=175.376248, y=409.566429, z=-657.588436
  Landmark 17: x=185.670181, y=249.146975, z=-661.090407
  Landmark 18: x=207.931124, y=298.142277, z=-667.189286
  Landmark 19: x=219.788467, y=328.510290, z=-666.511303
  Landmark 20: x=227.104800, y=357.084345, z=-665.565577
  Landmark 21: x=104.545182, y=-181.108702, z=-637.622334
