# Frame Index: 69
Hand 0
  Landmark 0: x=489.592411, y=123.603069, z=-635.329141
  Landmark 1: x=441.708085, y=169.214627, z=-655.978113
  Landmark 2: x=408.513042, y=225.924667, z=-664.934288
  Landmark 3: x=401.271920, y=281.906185, z=-666.643863
  Landmark 4: x=392.476908, y=327.466001, z=-680.113394
  Landmark 5: x=502.693701, y=290.452320, z=-660.115752
  Landmark 6: x=501.158349, y=367.942545, z=-663.570591
  Landmark 7: x=496.595593, y=412.684785, z=-663.211132
  Landmark 8: x=501.489654, y=448.089122, z=-667.097594
  Landmark 9: x=540.694563, y=284.428626, z=-656.541501
  Landmark 10: x=556.247606, y=364.933717, z=-656.963692
  Landmark 11: x=580.977108, y=414.587777, z=-659.404871
  Landmark 12: x=593.580238, y=449.074581, z=-663.139833
  Landmark 13: x=575.355399, y=262.771871, z=-654.267124
  Landmark 14: x=627.148147, y=333.830149, z=-659.135794
  Landmark 15: x=657.795198, y=376.611905, z=-660.071415
  Landmark 16: x=669.946708, y=409.764684, z=-665.120272
  Landmark 17: x=598.445634, y=240.364179, z=-657.761385
  Landmark 18: x=654.532005, y=278.323979, z=-664.584634
  Landmark 19: x=688.319246, y=302.749299, z=-666.098660
  Landmark 20: x=708.172008, y=325.227328, z=-667.966044
  Landmark 21: x=489.592411, y=-176.396931, z=-635.329141
Hand 1
  Landmark 0: x=108.820787, y=124.011111, z=-640.822499
  Landmark 1: x=49.755141, y=160.965991, z=-623.870127
  Landmark 2: x=21.702566, y=219.993481, z=-626.506497
  Landmark 3: x=60.914856, y=265.070627, z=-614.139046
  Landmark 4: x=87.185853, y=291.575216, z=-616.205522
  Landmark 5: x=89.881396, y=295.274649, z=-656.644656
  Landmark 6: x=95.501871, y=362.962509, z=-663.212360
  Landmark 7: x=99.480614, y=400.029436, z=-664.980891
  Landmark 8: x=99.124026, y=429.492652, z=-663.307598
  Landmark 9: x=134.139766, y=295.066319, z=-661.085310
  Landmark 10: x=144.027042, y=367.889996, z=-663.024675
  Landmark 11: x=145.231069, y=408.610049, z=-658.481325
  Landmark 12: x=144.624814, y=439.101401, z=-656.137832
  Landmark 13: x=163.443297, y=280.960071, z=-662.079465
  Landmark 14: x=183.909056, y=346.592929, z=-664.140483
  Landmark 15: x=185.675477, y=383.744141, z=-659.852257
  Landmark 16: x=177.295891, y=412.802972, z=-655.725666
  Landmark 17: x=196.071641, y=252.668235, z=-659.653561
  Landmark 18: x=214.521307, y=301.194318, z=-666.981629
  Landmark 19: x=226.138722, y=331.241381, z=-666.135976
  Landmark 20: x=226.095975, y=356.361837, z=-664.128006
  Landmark 21: x=108.820787, y=-175.988889, z=-640.822499
