# Frame Index: 297
Hand 0
  Landmark 0: x=510.071625, y=112.521339, z=-640.063816
  Landmark 1: x=458.931150, y=159.878391, z=-659.922704
  Landmark 2: x=421.244890, y=211.665313, z=-659.451394
  Landmark 3: x=409.603904, y=269.383213, z=-663.274017
  Landmark 4: x=408.339757, y=318.991114, z=-674.213521
  Landmark 5: x=491.776450, y=264.299581, z=-651.661735
  Landmark 6: x=495.536566, y=346.149936, z=-659.527017
  Landmark 7: x=500.182584, y=392.177317, z=-662.318688
  Landmark 8: x=507.638538, y=428.432012, z=-668.273596
  Landmark 9: x=535.898277, y=261.003519, z=-649.717205
  Landmark 10: x=554.251298, y=344.598996, z=-653.033546
  Landmark 11: x=570.534335, y=395.746185, z=-657.959224
  Landmark 12: x=585.623585, y=433.485047, z=-663.960978
  Landmark 13: x=572.934729, y=247.313736, z=-651.546990
  Landmark 14: x=599.155539, y=321.175222, z=-653.891079
  Landmark 15: x=616.119090, y=365.439063, z=-657.504088
  Landmark 16: x=633.605919, y=401.728682, z=-665.016201
  Landmark 17: x=603.709474, y=229.766640, z=-658.924282
  Landmark 18: x=643.835676, y=276.773060, z=-663.291546
  Landmark 19: x=668.905350, y=305.997539, z=-666.285186
  Landmark 20: x=688.088707, y=332.477187, z=-668.776341
  Landmark 21: x=510.071625, y=-187.478661, z=-640.063816
Hand 1
  Landmark 0: x=102.832046, y=114.314069, z=-639.991010
  Landmark 1: x=54.828948, y=155.061368, z=-621.921268
  Landmark 2: x=49.492544, y=217.149978, z=-624.193074
  Landmark 3: x=105.148020, y=245.503340, z=-627.426941
  Landmark 4: x=153.772733, y=277.845546, z=-642.649295
  Landmark 5: x=75.462419, y=276.443280, z=-652.275536
  Landmark 6: x=65.989426, y=343.169775, z=-662.253963
  Landmark 7: x=64.148031, y=383.590278, z=-665.502935
  Landmark 8: x=64.046984, y=415.180173, z=-666.385922
  Landmark 9: x=115.957578, y=279.328212, z=-657.735937
  Landmark 10: x=122.413100, y=354.294623, z=-662.892452
  Landmark 11: x=128.948579, y=398.247693, z=-660.540734
  Landmark 12: x=135.176197, y=431.718822, z=-660.284912
  Landmark 13: x=149.160301, y=266.933881, z=-660.938267
  Landmark 14: x=161.879252, y=335.788051, z=-663.951303
  Landmark 15: x=166.817543, y=377.580910, z=-663.235979
  Landmark 16: x=170.136889, y=408.973989, z=-661.961972
  Landmark 17: x=179.678426, y=242.408922, z=-659.046242
  Landmark 18: x=203.364378, y=290.196826, z=-667.424793
  Landmark 19: x=215.377728, y=322.056558, z=-668.102532
  Landmark 20: x=224.535631, y=351.097168, z=-669.425780
  Landmark 21: x=102.832046, y=-185.685931, z=-639.991010
