# Frame Index: 230
Hand 0
  Landmark 0: x=508.995513, y=117.059245, z=-640.031603
  Landmark 1: x=457.800220, y=162.990751, z=-660.175472
  Landmark 2: x=420.468801, y=214.205841, z=-658.168936
  Landmark 3: x=409.777632, y=272.288135, z=-662.768818
  Landmark 4: x=408.267705, y=321.110056, z=-673.934925
  Landmark 5: x=491.648929, y=268.271175, z=-651.942606
  Landmark 6: x=496.005985, y=349.025835, z=-659.365095
  Landmark 7: x=500.556331, y=395.165769, z=-662.207871
  Landmark 8: x=507.816308, y=431.534229, z=-667.664406
  Landmark 9: x=535.905518, y=265.130530, z=-650.240635
  Landmark 10: x=554.572656, y=348.098410, z=-653.250853
  Landmark 11: x=570.826228, y=399.532399, z=-657.920183
  Landmark 12: x=586.444449, y=437.289269, z=-664.015020
  Landmark 13: x=573.046806, y=251.156666, z=-651.797226
  Landmark 14: x=599.104563, y=324.320598, z=-653.760664
  Landmark 15: x=617.831831, y=368.526859, z=-657.553617
  Landmark 16: x=635.982130, y=405.187853, z=-665.060248
  Landmark 17: x=602.071466, y=233.127083, z=-657.754017
  Landmark 18: x=643.462986, y=279.742878, z=-662.780374
  Landmark 19: x=669.214387, y=308.538434, z=-665.694596
  Landmark 20: x=689.947760, y=334.871057, z=-668.976315
  Landmark 21: x=508.995513, y=-182.940755, z=-640.031603
Hand 1
  Landmark 0: x=103.238667, y=117.082772, z=-638.953112
  Landmark 1: x=46.146100, y=150.417677, z=-624.515399
  Landmark 2: x=4.650928, y=201.362525, z=-633.898891
  Landmark 3: x=-14.482263, y=249.652008, z=-640.334239
  Landmark 4: x=-37.791906, y=284.849005, z=-656.894773
  Landmark 5: x=76.603174, y=279.087220, z=-654.700044
  Landmark 6: x=70.439591, y=346.951684, z=-661.531617
  Landmark 7: x=70.269299, y=388.063905, z=-665.322537
  Landmark 8: x=71.830521, y=420.306921, z=-667.028705
  Landmark 9: x=118.499098, y=286.216221, z=-661.822352
  Landmark 10: x=125.973295, y=359.332200, z=-662.616128
  Landmark 11: x=132.797239, y=402.403186, z=-661.181310
  Landmark 12: x=139.565611, y=435.336356, z=-661.256199
  Landmark 13: x=152.787200, y=274.221273, z=-662.772326
  Landmark 14: x=165.917106, y=340.260482, z=-664.231156
  Landmark 15: x=172.132319, y=380.261361, z=-663.546688
  Landmark 16: x=176.670406, y=411.454825, z=-662.526835
  Landmark 17: x=182.755130, y=247.695693, z=-659.974947
  Landmark 18: x=205.175933, y=294.905334, z=-667.226378
  Landmark 19: x=216.728520, y=325.719374, z=-668.460920
  Landmark 20: x=225.894676, y=354.528571, z=-669.632726
  Landmark 21: x=103.238667, y=-182.917228, z=-638.953112
