# Frame Index: 156
Hand 0
  Landmark 0: x=507.369746, y=120.435429, z=-639.610896
  Landmark 1: x=456.977737, y=167.140053, z=-660.840644
  Landmark 2: x=419.802562, y=218.674184, z=-659.124800
  Landmark 3: x=407.604406, y=275.841828, z=-663.266089
  Landmark 4: x=403.643474, y=324.769182, z=-674.601885
  Landmark 5: x=492.311857, y=273.263052, z=-653.083472
  Landmark 6: x=495.412529, y=353.277708, z=-660.530365
  Landmark 7: x=500.217716, y=399.507192, z=-663.383770
  Landmark 8: x=507.599537, y=435.594489, z=-668.120528
  Landmark 9: x=536.827659, y=269.927726, z=-651.392496
  Landmark 10: x=556.302066, y=352.712800, z=-654.001870
  Landmark 11: x=572.542915, y=403.550914, z=-658.055712
  Landmark 12: x=588.729925, y=441.160220, z=-663.815333
  Landmark 13: x=572.780837, y=254.969275, z=-651.963331
  Landmark 14: x=600.307560, y=326.959019, z=-653.839413
  Landmark 15: x=620.749253, y=371.482743, z=-657.680320
  Landmark 16: x=640.916258, y=408.815296, z=-665.037403
  Landmark 17: x=601.550028, y=235.800683, z=-658.160790
  Landmark 18: x=644.791634, y=281.520474, z=-663.263281
  Landmark 19: x=671.719745, y=310.191271, z=-665.852106
  Landmark 20: x=692.812879, y=336.975993, z=-668.818529
  Landmark 21: x=507.369746, y=-179.564571, z=-639.610896
Hand 1
  Landmark 0: x=108.334998, y=115.840681, z=-639.744808
  Landmark 1: x=63.921516, y=156.034582, z=-619.779985
  Landmark 2: x=42.063785, y=211.283694, z=-618.962541
  Landmark 3: x=21.097405, y=262.800418, z=-618.945843
  Landmark 4: x=28.779187, y=283.283452, z=-630.260458
  Landmark 5: x=82.992411, y=278.721921, z=-649.776666
  Landmark 6: x=89.017740, y=350.540712, z=-662.575257
  Landmark 7: x=96.992982, y=390.317111, z=-666.104795
  Landmark 8: x=105.719584, y=421.498418, z=-666.673968
  Landmark 9: x=120.107400, y=280.484081, z=-655.484839
  Landmark 10: x=128.381452, y=356.384329, z=-662.188306
  Landmark 11: x=135.502166, y=400.497656, z=-659.989442
  Landmark 12: x=142.218439, y=433.525464, z=-658.610850
  Landmark 13: x=152.565114, y=269.253182, z=-659.886977
  Landmark 14: x=164.995636, y=338.243212, z=-664.580078
  Landmark 15: x=169.288393, y=380.266122, z=-663.338164
  Landmark 16: x=173.071194, y=410.599537, z=-661.603495
  Landmark 17: x=184.810166, y=245.644112, z=-659.939364
  Landmark 18: x=207.069614, y=294.372696, z=-667.240630
  Landmark 19: x=218.008730, y=327.528296, z=-668.033924
  Landmark 20: x=226.831745, y=356.280293, z=-668.906453
  Landmark 21: x=108.334998, y=-184.159319, z=-639.744808
