# Frame Index: 190
Hand 0
  Landmark 0: x=507.980943, y=118.436557, z=-639.167783
  Landmark 1: x=457.230247, y=164.815303, z=-659.890192
  Landmark 2: x=420.142702, y=216.274598, z=-658.592481
  Landmark 3: x=408.265033, y=273.969780, z=-662.914503
  Landmark 4: x=405.206206, y=323.228857, z=-674.410122
  Landmark 5: x=491.526444, y=270.771635, z=-652.855765
  Landmark 6: x=495.643070, y=351.666280, z=-659.966266
  Landmark 7: x=500.339674, y=397.544308, z=-662.560595
  Landmark 8: x=507.483563, y=433.835983, z=-667.872284
  Landmark 9: x=536.169841, y=267.371377, z=-650.837549
  Landmark 10: x=554.907819, y=350.801028, z=-653.930284
  Landmark 11: x=571.407461, y=401.988216, z=-657.961299
  Landmark 12: x=587.357284, y=439.725767, z=-663.977047
  Landmark 13: x=572.532794, y=253.059831, z=-651.983468
  Landmark 14: x=599.317836, y=326.124865, z=-653.905612
  Landmark 15: x=618.554289, y=370.477138, z=-657.730287
  Landmark 16: x=636.815802, y=407.039224, z=-664.546740
  Landmark 17: x=601.856655, y=234.530285, z=-658.146082
  Landmark 18: x=643.609961, y=280.976804, z=-663.168012
  Landmark 19: x=670.145568, y=309.624199, z=-665.972235
  Landmark 20: x=690.640364, y=335.655951, z=-668.897604
  Landmark 21: x=507.980943, y=-181.563443, z=-639.167783
Hand 1
  Landmark 0: x=104.410855, y=116.016464, z=-638.736556
  Landmark 1: x=54.921619, y=156.035314, z=-621.438542
  Landmark 2: x=48.012281, y=220.083468, z=-623.171216
  Landmark 3: x=103.025258, y=250.430689, z=-623.277474
  Landmark 4: x=148.154278, y=240.649860, z=-634.560744
  Landmark 5: x=82.377480, y=280.792525, z=-653.696751
  Landmark 6: x=89.237893, y=351.560447, z=-663.146158
  Landmark 7: x=97.351085, y=390.430830, z=-666.194737
  Landmark 8: x=106.034737, y=421.287407, z=-666.607829
  Landmark 9: x=119.383435, y=282.765884, z=-657.910636
  Landmark 10: x=128.220795, y=357.386855, z=-662.853808
  Landmark 11: x=136.058034, y=400.548192, z=-660.246254
  Landmark 12: x=143.289000, y=433.027377, z=-658.567750
  Landmark 13: x=151.828851, y=271.181581, z=-662.475790
  Landmark 14: x=164.449754, y=339.794463, z=-664.577082
  Landmark 15: x=170.080639, y=379.425859, z=-661.678752
  Landmark 16: x=174.100513, y=409.250900, z=-659.380471
  Landmark 17: x=183.465795, y=245.977984, z=-660.859126
  Landmark 18: x=206.303129, y=294.685115, z=-667.523175
  Landmark 19: x=217.711672, y=326.157437, z=-667.580228
  Landmark 20: x=226.610155, y=354.553053, z=-667.968959
  Landmark 21: x=104.410855, y=-183.983536, z=-638.736556
