# Frame Index: 295
Hand 0
  Landmark 0: x=510.026021, y=112.573505, z=-640.063165
  Landmark 1: x=459.070526, y=159.636535, z=-659.929339
  Landmark 2: x=421.551437, y=211.665430, z=-659.384109
  Landmark 3: x=410.044286, y=269.205209, z=-663.161859
  Landmark 4: x=409.388504, y=318.626279, z=-674.165424
  Landmark 5: x=491.895057, y=264.107318, z=-651.702809
  Landmark 6: x=495.681273, y=346.228087, z=-659.525557
  Landmark 7: x=500.362791, y=392.185318, z=-662.385225
  Landmark 8: x=507.725106, y=428.490762, z=-668.210093
  Landmark 9: x=535.927272, y=260.783874, z=-649.646904
  Landmark 10: x=554.344665, y=344.517854, z=-653.034769
  Landmark 11: x=570.643745, y=395.753829, z=-657.943472
  Landmark 12: x=585.750586, y=433.674604, z=-663.966568
  Landmark 13: x=572.910682, y=247.075950, z=-651.436447
  Landmark 14: x=599.236918, y=321.120813, z=-653.864082
  Landmark 15: x=616.275176, y=365.395339, z=-657.598123
  Landmark 16: x=633.608466, y=401.684696, z=-664.901401
  Landmark 17: x=603.740448, y=229.618129, z=-658.859449
  Landmark 18: x=643.903593, y=276.748629, z=-663.344186
  Landmark 19: x=668.880984, y=306.055412, z=-666.108049
  Landmark 20: x=688.093820, y=332.540747, z=-668.724343
  Landmark 21: x=510.026021, y=-187.426495, z=-640.063165
Hand 1
  Landmark 0: x=102.722136, y=114.505343, z=-639.929985
  Landmark 1: x=52.686722, y=152.383381, z=-622.503359
  Landmark 2: x=41.860103, y=214.848719, z=-625.464060
  Landmark 3: x=101.853378, y=243.737920, z=-628.335800
  Landmark 4: x=148.309932, y=277.845546, z=-641.979088
  Landmark 5: x=75.606943, y=277.338782, z=-653.050812
  Landmark 6: x=65.932846, y=343.680397, z=-662.275858
  Landmark 7: x=63.863937, y=384.163065, z=-665.614477
  Landmark 8: x=63.594815, y=415.830250, z=-666.597324
  Landmark 9: x=116.251003, y=280.212639, z=-658.692942
  Landmark 10: x=122.881755, y=355.110151, z=-663.052682
  Landmark 11: x=129.503519, y=398.817093, z=-660.679973
  Landmark 12: x=135.781359, y=432.333595, z=-660.659814
  Landmark 13: x=149.425407, y=267.940670, z=-661.544040
  Landmark 14: x=162.174160, y=336.875539, z=-663.956399
  Landmark 15: x=167.254688, y=378.297247, z=-663.262139
  Landmark 16: x=170.491385, y=409.322798, z=-661.628382
  Landmark 17: x=179.843573, y=243.191130, z=-659.314805
  Landmark 18: x=203.498772, y=290.957334, z=-667.502643
  Landmark 19: x=215.522508, y=322.481930, z=-668.129490
  Landmark 20: x=224.757077, y=351.290071, z=-669.314865
  Landmark 21: x=102.722136, y=-185.494657, z=-639.929985
