# Frame Index: 146
Hand 0
  Landmark 0: x=507.137165, y=120.824358, z=-639.570224
  Landmark 1: x=457.303230, y=167.393454, z=-660.568354
  Landmark 2: x=419.948583, y=218.674494, z=-658.916826
  Landmark 3: x=406.905955, y=276.474896, z=-662.884448
  Landmark 4: x=403.432863, y=324.288042, z=-674.496940
  Landmark 5: x=492.926594, y=274.329803, z=-653.195020
  Landmark 6: x=495.788260, y=353.870840, z=-660.528131
  Landmark 7: x=500.273571, y=399.867206, z=-662.939240
  Landmark 8: x=507.768640, y=436.133539, z=-667.833448
  Landmark 9: x=537.313281, y=270.696863, z=-651.222995
  Landmark 10: x=556.952338, y=353.261205, z=-653.830452
  Landmark 11: x=573.249042, y=403.820279, z=-657.971223
  Landmark 12: x=589.556788, y=441.532951, z=-663.921073
  Landmark 13: x=573.385275, y=255.792847, z=-652.087181
  Landmark 14: x=601.392570, y=327.487060, z=-653.634845
  Landmark 15: x=622.242594, y=371.892756, z=-657.699268
  Landmark 16: x=642.884183, y=409.095690, z=-665.049346
  Landmark 17: x=601.857261, y=236.480669, z=-658.149075
  Landmark 18: x=645.610789, y=281.669550, z=-662.910498
  Landmark 19: x=672.852329, y=310.396708, z=-665.769646
  Landmark 20: x=694.074517, y=337.027156, z=-668.859354
  Landmark 21: x=507.137165, y=-179.175642, z=-639.570224
Hand 1
  Landmark 0: x=108.197595, y=116.907421, z=-639.595053
  Landmark 1: x=66.795350, y=156.035607, z=-619.811150
  Landmark 2: x=70.205443, y=219.375748, z=-620.403045
  Landmark 3: x=104.972199, y=252.402210, z=-626.524468
  Landmark 4: x=150.824591, y=243.303634, z=-637.039524
  Landmark 5: x=82.797353, y=281.092193, z=-649.916555
  Landmark 6: x=89.153312, y=350.216354, z=-662.580782
  Landmark 7: x=97.279695, y=390.487484, z=-666.126554
  Landmark 8: x=106.500085, y=421.579140, z=-666.105898
  Landmark 9: x=119.785590, y=280.677547, z=-655.789298
  Landmark 10: x=127.819410, y=355.084247, z=-662.212038
  Landmark 11: x=135.071191, y=399.667091, z=-659.694472
  Landmark 12: x=141.530014, y=433.112124, z=-658.116496
  Landmark 13: x=151.996280, y=268.514507, z=-658.723667
  Landmark 14: x=164.277928, y=336.709202, z=-663.980601
  Landmark 15: x=168.522969, y=379.114157, z=-662.867797
  Landmark 16: x=172.215936, y=409.501726, z=-661.539345
  Landmark 17: x=184.419403, y=244.991177, z=-659.081833
  Landmark 18: x=206.969132, y=294.084737, z=-666.765812
  Landmark 19: x=218.252840, y=327.617308, z=-667.720124
  Landmark 20: x=226.690653, y=356.878818, z=-668.825626
  Landmark 21: x=108.197595, y=-183.092579, z=-639.595053
