# Frame Index: 316
Hand 0
  Landmark 0: x=509.458444, y=111.994424, z=-640.341800
  Landmark 1: x=457.214702, y=157.564956, z=-659.175869
  Landmark 2: x=419.944789, y=208.633257, z=-659.660837
  Landmark 3: x=409.580579, y=266.653744, z=-663.913527
  Landmark 4: x=407.899082, y=316.282118, z=-675.015785
  Landmark 5: x=489.677350, y=264.002807, z=-651.682342
  Landmark 6: x=493.500755, y=344.770585, z=-659.590297
  Landmark 7: x=498.110907, y=389.961213, z=-662.177904
  Landmark 8: x=506.009939, y=426.425634, z=-668.348558
  Landmark 9: x=534.079820, y=261.549256, z=-650.496524
  Landmark 10: x=551.922834, y=344.438127, z=-653.512083
  Landmark 11: x=567.807851, y=394.855582, z=-657.735993
  Landmark 12: x=582.893201, y=432.399379, z=-663.860797
  Landmark 13: x=571.032982, y=247.994615, z=-652.027618
  Landmark 14: x=596.596816, y=321.281578, z=-653.879081
  Landmark 15: x=614.128990, y=365.220288, z=-657.637714
  Landmark 16: x=632.142050, y=401.498862, z=-665.316603
  Landmark 17: x=601.097201, y=230.088569, z=-658.583447
  Landmark 18: x=641.492007, y=276.858466, z=-663.230204
  Landmark 19: x=667.304631, y=305.800568, z=-666.394789
  Landmark 20: x=686.298432, y=332.019466, z=-668.677575
  Landmark 21: x=509.458444, y=-188.005576, z=-640.341800
Hand 1
  Landmark 0: x=98.415987, y=111.163979, z=-639.293066
  Landmark 1: x=47.512781, y=145.040704, z=-620.301752
  Landmark 2: x=13.410848, y=200.097704, z=-624.115312
  Landmark 3: x=-15.452586, y=250.202216, z=-626.036690
  Landmark 4: x=-34.609953, y=292.359802, z=-642.919281
  Landmark 5: x=72.704363, y=273.784697, z=-650.754373
  Landmark 6: x=66.385414, y=342.064680, z=-662.181065
  Landmark 7: x=66.502060, y=382.108018, z=-665.713700
  Landmark 8: x=68.121868, y=413.213412, z=-666.074974
  Landmark 9: x=112.568700, y=276.667508, z=-656.684139
  Landmark 10: x=120.083318, y=351.479744, z=-662.928854
  Landmark 11: x=127.124326, y=394.886873, z=-660.735555
  Landmark 12: x=134.008824, y=428.175418, z=-660.201311
  Landmark 13: x=145.817550, y=264.337126, z=-661.386226
  Landmark 14: x=159.440803, y=332.357018, z=-664.512993
  Landmark 15: x=165.320219, y=373.988250, z=-663.849302
  Landmark 16: x=169.329811, y=405.311829, z=-662.837268
  Landmark 17: x=176.695191, y=239.006903, z=-659.983777
  Landmark 18: x=200.705336, y=286.240359, z=-667.450731
  Landmark 19: x=213.263271, y=317.853385, z=-668.228211
  Landmark 20: x=222.474978, y=346.627401, z=-669.559396
  Landmark 21: x=98.415987, y=-188.836021, z=-639.293066
