# Frame Index: 196
Hand 0
  Landmark 0: x=508.195082, y=118.334938, z=-639.434098
  Landmark 1: x=457.349709, y=165.065252, z=-659.955407
  Landmark 2: x=420.526379, y=216.274303, z=-658.542367
  Landmark 3: x=408.959869, y=274.187844, z=-662.937977
  Landmark 4: x=405.739353, y=323.325763, z=-674.382683
  Landmark 5: x=491.499529, y=270.552819, z=-652.795627
  Landmark 6: x=495.806587, y=351.333565, z=-659.915489
  Landmark 7: x=500.441160, y=397.141712, z=-662.406187
  Landmark 8: x=507.668486, y=433.450722, z=-667.941269
  Landmark 9: x=536.147820, y=266.997614, z=-650.854610
  Landmark 10: x=554.885833, y=350.448301, z=-653.951228
  Landmark 11: x=571.284675, y=401.553532, z=-658.026079
  Landmark 12: x=587.232605, y=439.403994, z=-664.165554
  Landmark 13: x=572.659245, y=252.767627, z=-652.072029
  Landmark 14: x=599.111468, y=325.934496, z=-653.882194
  Landmark 15: x=618.205411, y=370.258364, z=-657.768933
  Landmark 16: x=636.411364, y=406.945904, z=-664.604367
  Landmark 17: x=601.891949, y=234.148083, z=-658.185518
  Landmark 18: x=643.475448, y=280.646301, z=-663.001662
  Landmark 19: x=669.752917, y=309.378703, z=-665.743574
  Landmark 20: x=690.303566, y=335.392330, z=-668.730941
  Landmark 21: x=508.195082, y=-181.665062, z=-639.434098
Hand 1
  Landmark 0: x=104.856911, y=115.812791, z=-639.322660
  Landmark 1: x=59.579862, y=156.035749, z=-620.474481
  Landmark 2: x=62.609475, y=220.349783, z=-621.616766
  Landmark 3: x=102.339264, y=252.803689, z=-624.342558
  Landmark 4: x=146.032207, y=244.313197, z=-636.380821
  Landmark 5: x=82.675042, y=280.491519, z=-651.975296
  Landmark 6: x=89.082133, y=350.527518, z=-662.831686
  Landmark 7: x=96.982868, y=389.961755, z=-666.286490
  Landmark 8: x=105.893911, y=421.062894, z=-666.731593
  Landmark 9: x=119.414634, y=280.995102, z=-655.165974
  Landmark 10: x=128.042312, y=355.738299, z=-662.761065
  Landmark 11: x=135.644657, y=399.525559, z=-660.256424
  Landmark 12: x=142.847637, y=432.123961, z=-658.259576
  Landmark 13: x=151.926546, y=269.338656, z=-661.238060
  Landmark 14: x=164.262528, y=337.321601, z=-664.404339
  Landmark 15: x=169.452558, y=378.217338, z=-662.304463
  Landmark 16: x=173.698209, y=408.378816, z=-660.467222
  Landmark 17: x=183.294111, y=244.305641, z=-660.263437
  Landmark 18: x=206.159555, y=293.044153, z=-667.295925
  Landmark 19: x=217.570313, y=325.457673, z=-667.677584
  Landmark 20: x=226.455958, y=354.051433, z=-668.399176
  Landmark 21: x=104.856911, y=-184.187209, z=-639.322660
