# Frame Index: 118
Hand 0
  Landmark 0: x=509.589694, y=120.645965, z=-636.443930
  Landmark 1: x=458.176493, y=164.275937, z=-658.578620
  Landmark 2: x=421.964718, y=216.273185, z=-654.635407
  Landmark 3: x=408.732351, y=274.399556, z=-659.844242
  Landmark 4: x=403.950471, y=326.493528, z=-672.542659
  Landmark 5: x=495.548007, y=277.915226, z=-653.000000
  Landmark 6: x=501.845950, y=358.961085, z=-660.309227
  Landmark 7: x=503.530865, y=403.500889, z=-662.161369
  Landmark 8: x=510.201108, y=439.003550, z=-666.621118
  Landmark 9: x=541.016752, y=274.141211, z=-651.000000
  Landmark 10: x=557.229138, y=355.895078, z=-653.664975
  Landmark 11: x=574.634569, y=407.538778, z=-657.656068
  Landmark 12: x=587.726075, y=441.444920, z=-662.553740
  Landmark 13: x=576.353051, y=256.233148, z=-650.850340
  Landmark 14: x=607.802729, y=330.735945, z=-649.000000
  Landmark 15: x=629.855834, y=374.760210, z=-652.000000
  Landmark 16: x=647.713154, y=407.726611, z=-658.000000
  Landmark 17: x=606.285695, y=238.083317, z=-656.485963
  Landmark 18: x=649.143656, y=282.473568, z=-662.471698
  Landmark 19: x=672.345564, y=310.240867, z=-664.624909
  Landmark 20: x=692.199386, y=336.029297, z=-667.444365
  Landmark 21: x=509.589694, y=-179.354035, z=-636.443930
Hand 1
  Landmark 0: x=107.923269, y=124.243554, z=-635.630262
  Landmark 1: x=57.016542, y=154.583235, z=-618.751003
  Landmark 2: x=21.915192, y=208.392716, z=-623.591417
  Landmark 3: x=4.379986, y=259.448900, z=-628.925600
  Landmark 4: x=-15.448725, y=322.921954, z=-640.955886
  Landmark 5: x=82.638667, y=280.203642, z=-633.008240
  Landmark 6: x=90.769486, y=347.699368, z=-662.509771
  Landmark 7: x=99.006210, y=387.619220, z=-664.840697
  Landmark 8: x=106.395461, y=417.937227, z=-664.651811
  Landmark 9: x=120.972041, y=282.776140, z=-642.994013
  Landmark 10: x=128.666704, y=355.576574, z=-661.752475
  Landmark 11: x=135.154409, y=398.664025, z=-658.542535
  Landmark 12: x=140.666073, y=431.321245, z=-655.654152
  Landmark 13: x=152.330507, y=272.768081, z=-660.678541
  Landmark 14: x=164.575054, y=340.263791, z=-663.499287
  Landmark 15: x=168.302970, y=381.349448, z=-658.435935
  Landmark 16: x=171.609334, y=411.102852, z=-654.567108
  Landmark 17: x=184.376635, y=247.299066, z=-657.608262
  Landmark 18: x=208.210762, y=296.562231, z=-665.806039
  Landmark 19: x=218.262453, y=329.819478, z=-664.554404
  Landmark 20: x=226.460266, y=356.920627, z=-662.782881
  Landmark 21: x=107.923269, y=-175.756446, z=-635.630262
