# Frame Index: 157
Hand 0
  Landmark 0: x=509.698442, y=120.056076, z=-636.443930
  Landmark 1: x=458.198466, y=162.444714, z=-658.080244
  Landmark 2: x=421.888180, y=214.531138, z=-654.875674
  Landmark 3: x=410.205859, y=272.103398, z=-660.501604
  Landmark 4: x=405.738673, y=323.707995, z=-672.179325
  Landmark 5: x=494.395692, y=273.042258, z=-652.000000
  Landmark 6: x=499.782094, y=353.442375, z=-660.267530
  Landmark 7: x=502.909107, y=399.127722, z=-662.135631
  Landmark 8: x=509.250172, y=435.105295, z=-666.693298
  Landmark 9: x=538.998885, y=269.163377, z=-651.000000
  Landmark 10: x=555.915181, y=350.877657, z=-653.643703
  Landmark 11: x=572.364336, y=402.620254, z=-657.594136
  Landmark 12: x=586.481870, y=438.828404, z=-662.616322
  Landmark 13: x=575.242286, y=253.068258, z=-651.023244
  Landmark 14: x=602.853867, y=326.302622, z=-649.000000
  Landmark 15: x=623.658336, y=370.786848, z=-652.000000
  Landmark 16: x=641.927264, y=405.866076, z=-658.000000
  Landmark 17: x=604.673531, y=234.225335, z=-656.449913
  Landmark 18: x=646.343656, y=279.397213, z=-662.491573
  Landmark 19: x=670.874447, y=308.014361, z=-664.599622
  Landmark 20: x=690.481991, y=334.498240, z=-667.498335
  Landmark 21: x=509.698442, y=-179.943924, z=-636.443930
Hand 1
  Landmark 0: x=106.846903, y=123.424901, z=-635.610052
  Landmark 1: x=61.390573, y=151.165545, z=-618.128546
  Landmark 2: x=27.321948, y=208.955661, z=-619.137637
  Landmark 3: x=46.250470, y=253.921471, z=-621.575702
  Landmark 4: x=88.022766, y=322.921954, z=-633.528513
  Landmark 5: x=81.642677, y=275.939213, z=-613.000001
  Landmark 6: x=88.876196, y=346.341503, z=-662.464876
  Landmark 7: x=96.620471, y=387.016634, z=-664.852652
  Landmark 8: x=104.698791, y=418.163964, z=-664.702381
  Landmark 9: x=120.173807, y=279.969049, z=-623.002247
  Landmark 10: x=128.529031, y=353.901476, z=-661.769979
  Landmark 11: x=135.075368, y=397.997957, z=-658.610207
  Landmark 12: x=141.440749, y=431.046637, z=-655.663717
  Landmark 13: x=152.416608, y=270.770936, z=-660.722146
  Landmark 14: x=164.871423, y=337.553859, z=-663.583266
  Landmark 15: x=169.057072, y=379.203963, z=-658.435935
  Landmark 16: x=173.133230, y=409.657409, z=-654.567108
  Landmark 17: x=183.316258, y=245.488241, z=-657.615115
  Landmark 18: x=206.631551, y=294.029160, z=-665.819867
  Landmark 19: x=216.792918, y=326.775760, z=-664.554404
  Landmark 20: x=225.079093, y=354.404398, z=-662.782881
  Landmark 21: x=106.846903, y=-176.575099, z=-635.610052
