# Frame Index: 43
Hand 0
  Landmark 0: x=505.546574, y=112.914578, z=-636.317406
  Landmark 1: x=452.295797, y=170.767088, z=-659.128871
  Landmark 2: x=420.891348, y=221.444589, z=-651.428416
  Landmark 3: x=404.536432, y=277.935324, z=-656.321132
  Landmark 4: x=396.351235, y=327.549714, z=-676.601817
  Landmark 5: x=506.015064, y=308.449120, z=-656.000748
  Landmark 6: x=519.895084, y=388.247706, z=-660.476378
  Landmark 7: x=512.006987, y=422.377745, z=-662.245020
  Landmark 8: x=522.498622, y=455.424131, z=-666.434116
  Landmark 9: x=551.841840, y=303.232987, z=-655.000000
  Landmark 10: x=559.264389, y=381.540954, z=-652.744186
  Landmark 11: x=581.369073, y=433.356649, z=-657.695764
  Landmark 12: x=585.092785, y=455.788304, z=-662.408580
  Landmark 13: x=580.778354, y=269.537612, z=-650.490196
  Landmark 14: x=640.777352, y=353.632388, z=-649.000000
  Landmark 15: x=669.686190, y=395.462952, z=-652.000000
  Landmark 16: x=683.505262, y=419.210960, z=-658.000000
  Landmark 17: x=615.425014, y=256.716051, z=-656.502212
  Landmark 18: x=665.098415, y=299.953209, z=-662.538079
  Landmark 19: x=673.260081, y=322.691307, z=-664.677149
  Landmark 20: x=696.186590, y=348.029424, z=-667.138520
  Landmark 21: x=505.546574, y=-187.085422, z=-636.317406
Hand 1
  Landmark 0: x=110.042495, y=129.071950, z=-635.588816
  Landmark 1: x=61.841903, y=161.426435, z=-619.564027
  Landmark 2: x=25.595103, y=216.232834, z=-618.847601
  Landmark 3: x=27.151460, y=265.477855, z=-620.251277
  Landmark 4: x=51.521696, y=313.402494, z=-640.440841
  Landmark 5: x=84.433612, y=280.999022, z=-653.998314
  Landmark 6: x=94.565575, y=346.671973, z=-662.423307
  Landmark 7: x=102.531185, y=387.845508, z=-664.744027
  Landmark 8: x=103.035239, y=414.125603, z=-664.648712
  Landmark 9: x=128.536419, y=282.206001, z=-646.008235
  Landmark 10: x=133.206570, y=362.554299, z=-661.953661
  Landmark 11: x=137.628978, y=402.398964, z=-658.107643
  Landmark 12: x=136.714024, y=428.793510, z=-655.582990
  Landmark 13: x=154.568184, y=280.815216, z=-660.496390
  Landmark 14: x=175.530145, y=347.903718, z=-663.355787
  Landmark 15: x=173.768040, y=393.524662, z=-658.338515
  Landmark 16: x=173.180437, y=419.997054, z=-654.567108
  Landmark 17: x=188.238504, y=249.220826, z=-657.614891
  Landmark 18: x=217.117765, y=303.297855, z=-665.689479
  Landmark 19: x=222.493532, y=339.792104, z=-664.461378
  Landmark 20: x=227.972211, y=356.509408, z=-662.770925
  Landmark 21: x=110.042495, y=-170.928050, z=-635.588816
