# Frame Index: 241
Hand 0
  Landmark 0: x=510.999252, y=117.243240, z=-636.443930
  Landmark 1: x=459.615247, y=157.805010, z=-657.587487
  Landmark 2: x=423.662249, y=209.430846, z=-654.440014
  Landmark 3: x=411.879797, y=267.531420, z=-660.279946
  Landmark 4: x=408.463723, y=318.992547, z=-672.042341
  Landmark 5: x=493.589540, y=265.553236, z=-651.000000
  Landmark 6: x=498.240110, y=346.452149, z=-660.267530
  Landmark 7: x=501.686947, y=393.166009, z=-661.898264
  Landmark 8: x=507.330777, y=429.534067, z=-666.761758
  Landmark 9: x=537.323186, y=261.584268, z=-649.999251
  Landmark 10: x=554.029919, y=344.211547, z=-653.423056
  Landmark 11: x=569.676842, y=396.694160, z=-657.474785
  Landmark 12: x=583.919553, y=434.335868, z=-662.688160
  Landmark 13: x=574.654753, y=247.415546, z=-650.882569
  Landmark 14: x=598.778032, y=321.343704, z=-652.457870
  Landmark 15: x=617.384615, y=366.132639, z=-652.000000
  Landmark 16: x=635.246488, y=402.431155, z=-658.000000
  Landmark 17: x=604.963245, y=228.533534, z=-656.478868
  Landmark 18: x=644.656040, y=275.036863, z=-662.463760
  Landmark 19: x=668.597675, y=304.919253, z=-664.546750
  Landmark 20: x=686.582324, y=332.366635, z=-667.498929
  Landmark 21: x=510.999252, y=-182.756760, z=-636.443930
Hand 1
  Landmark 0: x=104.063326, y=123.947876, z=-635.548479
  Landmark 1: x=51.938396, y=151.165729, z=-620.584437
  Landmark 2: x=50.916322, y=209.246656, z=-625.622879
  Landmark 3: x=99.186241, y=238.479676, z=-630.852369
  Landmark 4: x=147.638384, y=235.410710, z=-643.065151
  Landmark 5: x=74.443168, y=274.560956, z=-649.999248
  Landmark 6: x=66.047143, y=342.022266, z=-662.403937
  Landmark 7: x=63.510592, y=383.926386, z=-664.727493
  Landmark 8: x=63.261186, y=416.738152, z=-664.712255
  Landmark 9: x=115.613459, y=281.202646, z=-644.996998
  Landmark 10: x=123.684406, y=354.826776, z=-661.812634
  Landmark 11: x=129.373900, y=398.930131, z=-658.617284
  Landmark 12: x=135.709495, y=432.947667, z=-655.663717
  Landmark 13: x=149.465011, y=270.483931, z=-660.758853
  Landmark 14: x=162.348776, y=337.474991, z=-663.621780
  Landmark 15: x=167.484915, y=379.028552, z=-658.435935
  Landmark 16: x=172.272074, y=410.830769, z=-654.567108
  Landmark 17: x=179.376063, y=244.430786, z=-657.738271
  Landmark 18: x=203.744928, y=292.486497, z=-665.862382
  Landmark 19: x=215.520302, y=324.731136, z=-664.554404
  Landmark 20: x=225.026553, y=353.683460, z=-662.782881
  Landmark 21: x=104.063326, y=-176.052124, z=-635.548479
