# Frame Index: 85
Hand 0
  Landmark 0: x=508.903196, y=120.104723, z=-636.443930
  Landmark 1: x=458.222917, y=165.315614, z=-658.605345
  Landmark 2: x=422.174394, y=215.945767, z=-653.947348
  Landmark 3: x=407.927748, y=273.361603, z=-659.001990
  Landmark 4: x=402.963515, y=324.954214, z=-673.204590
  Landmark 5: x=498.218818, y=285.982622, z=-653.000000
  Landmark 6: x=506.058417, y=366.604214, z=-660.457726
  Landmark 7: x=505.638933, y=408.737976, z=-662.205654
  Landmark 8: x=513.185008, y=443.645288, z=-666.570125
  Landmark 9: x=543.877806, y=281.950253, z=-651.999252
  Landmark 10: x=558.662848, y=362.723584, z=-653.374784
  Landmark 11: x=577.380763, y=414.279984, z=-657.670039
  Landmark 12: x=588.692393, y=445.554201, z=-662.480040
  Landmark 13: x=577.867242, y=260.428575, z=-650.782881
  Landmark 14: x=616.164157, y=336.523616, z=-649.000000
  Landmark 15: x=640.051379, y=379.744334, z=-652.000000
  Landmark 16: x=657.698737, y=410.682930, z=-658.000000
  Landmark 17: x=608.157293, y=243.081316, z=-656.409781
  Landmark 18: x=653.542293, y=286.870210, z=-662.531915
  Landmark 19: x=673.721863, y=312.883139, z=-664.607050
  Landmark 20: x=694.926929, y=338.524162, z=-667.347305
  Landmark 21: x=508.903196, y=-179.895277, z=-636.443930
Hand 1
  Landmark 0: x=107.017224, y=125.828924, z=-635.609375
  Landmark 1: x=58.553375, y=157.009551, z=-618.995637
  Landmark 2: x=64.111064, y=219.106572, z=-622.921266
  Landmark 3: x=109.745960, y=246.097887, z=-625.284684
  Landmark 4: x=156.862615, y=305.130622, z=-635.929192
  Landmark 5: x=82.414019, y=280.882341, z=-649.999999
  Landmark 6: x=91.932937, y=347.956894, z=-662.478978
  Landmark 7: x=100.768856, y=387.988760, z=-664.813731
  Landmark 8: x=107.101326, y=417.284582, z=-664.584257
  Landmark 9: x=121.963724, y=283.024878, z=-649.997750
  Landmark 10: x=129.718344, y=357.312348, z=-661.812118
  Landmark 11: x=136.020636, y=399.908637, z=-658.390399
  Landmark 12: x=140.112371, y=431.101591, z=-655.621891
  Landmark 13: x=152.221737, y=274.767027, z=-660.655977
  Landmark 14: x=166.803551, y=342.031995, z=-663.381962
  Landmark 15: x=169.739130, y=383.520486, z=-658.435935
  Landmark 16: x=172.328761, y=412.195712, z=-654.567108
  Landmark 17: x=184.585564, y=247.997661, z=-657.645704
  Landmark 18: x=209.712159, y=298.344578, z=-665.818940
  Landmark 19: x=218.608270, y=332.180041, z=-664.554404
  Landmark 20: x=225.981947, y=356.760242, z=-662.782881
  Landmark 21: x=107.017224, y=-174.171076, z=-635.609375
