# Frame Index: 182
Hand 0
  Landmark 0: x=510.036872, y=119.945914, z=-636.443930
  Landmark 1: x=458.372525, y=160.916210, z=-657.797150
  Landmark 2: x=422.335818, y=212.847447, z=-654.412717
  Landmark 3: x=410.863811, y=270.426760, z=-660.155947
  Landmark 4: x=408.447160, y=323.324898, z=-671.810239
  Landmark 5: x=493.717729, y=270.416364, z=-650.000749
  Landmark 6: x=499.034592, y=350.789087, z=-660.267530
  Landmark 7: x=502.626050, y=396.963527, z=-662.069708
  Landmark 8: x=508.921424, y=433.316767, z=-666.717501
  Landmark 9: x=538.103468, y=266.403231, z=-650.000000
  Landmark 10: x=555.051717, y=348.212600, z=-653.555881
  Landmark 11: x=571.468438, y=400.419413, z=-657.575081
  Landmark 12: x=585.978977, y=437.513532, z=-662.635175
  Landmark 13: x=574.457434, y=251.025607, z=-650.969662
  Landmark 14: x=600.943082, y=324.101422, z=-649.000000
  Landmark 15: x=620.988814, y=368.868430, z=-652.000000
  Landmark 16: x=639.499589, y=404.936254, z=-658.000000
  Landmark 17: x=603.805102, y=231.997349, z=-656.421965
  Landmark 18: x=645.084021, y=277.649899, z=-662.450509
  Landmark 19: x=669.847956, y=306.764682, z=-664.588127
  Landmark 20: x=689.068142, y=333.681459, z=-667.534253
  Landmark 21: x=510.036872, y=-180.054086, z=-636.443930
Hand 1
  Landmark 0: x=105.285296, y=123.422462, z=-635.574886
  Landmark 1: x=48.557401, y=150.673013, z=-620.605156
  Landmark 2: x=11.336501, y=201.798823, z=-624.933582
  Landmark 3: x=-12.356563, y=250.835801, z=-628.303982
  Landmark 4: x=-38.611514, y=294.420106, z=-639.192826
  Landmark 5: x=77.768410, y=276.465651, z=-625.994006
  Landmark 6: x=78.131558, y=345.254286, z=-662.442043
  Landmark 7: x=81.156671, y=386.004854, z=-664.813998
  Landmark 8: x=85.408967, y=418.058671, z=-664.694896
  Landmark 9: x=118.295373, y=283.083231, z=-623.002247
  Landmark 10: x=126.527264, y=355.287781, z=-661.794474
  Landmark 11: x=132.753465, y=398.963644, z=-658.613778
  Landmark 12: x=139.128991, y=432.294600, z=-655.663717
  Landmark 13: x=151.544097, y=272.577958, z=-660.740026
  Landmark 14: x=164.294450, y=338.461655, z=-663.606376
  Landmark 15: x=169.507285, y=379.480569, z=-658.435935
  Landmark 16: x=174.296308, y=410.187190, z=-654.567108
  Landmark 17: x=181.919468, y=246.136137, z=-657.662559
  Landmark 18: x=205.374950, y=294.531123, z=-665.833699
  Landmark 19: x=216.531637, y=326.605482, z=-664.554404
  Landmark 20: x=225.322345, y=354.778781, z=-662.782881
  Landmark 21: x=105.285296, y=-176.577538, z=-635.574886
