# Frame Index: 50
Hand 0
  Landmark 0: x=505.931022, y=115.010706, z=-636.387130
  Landmark 1: x=453.988873, y=168.687709, z=-659.124559
  Landmark 2: x=421.410462, y=219.709649, z=-652.161410
  Landmark 3: x=405.631388, y=277.313593, z=-657.002541
  Landmark 4: x=396.485665, y=326.009556, z=-675.713264
  Landmark 5: x=504.879092, y=303.984502, z=-656.999251
  Landmark 6: x=517.098064, y=383.766932, z=-660.523297
  Landmark 7: x=510.915703, y=419.873599, z=-662.251060
  Landmark 8: x=520.483846, y=453.237511, z=-666.476603
  Landmark 9: x=550.404439, y=298.966089, z=-654.999251
  Landmark 10: x=559.877444, y=377.704857, z=-652.744186
  Landmark 11: x=580.928566, y=429.254747, z=-657.744887
  Landmark 12: x=586.699349, y=454.277336, z=-662.452899
  Landmark 13: x=580.288693, y=267.879234, z=-650.490196
  Landmark 14: x=635.346759, y=349.594819, z=-649.000000
  Landmark 15: x=663.185429, y=391.864486, z=-652.000000
  Landmark 16: x=678.013370, y=417.468218, z=-658.000000
  Landmark 17: x=613.467461, y=253.579677, z=-656.465500
  Landmark 18: x=662.997591, y=296.791983, z=-662.582990
  Landmark 19: x=674.284859, y=320.152697, z=-664.675725
  Landmark 20: x=697.224256, y=345.434742, z=-667.169844
  Landmark 21: x=505.931022, y=-184.989294, z=-636.387130
Hand 1
  Landmark 0: x=108.083769, y=129.373697, z=-635.533800
  Landmark 1: x=56.932595, y=160.964747, z=-620.472544
  Landmark 2: x=19.295952, y=218.004987, z=-622.095158
  Landmark 3: x=9.442949, y=269.441745, z=-623.905445
  Landmark 4: x=1.946281, y=315.892741, z=-639.798399
  Landmark 5: x=84.797875, y=283.790545, z=-655.999999
  Landmark 6: x=95.842340, y=348.894587, z=-662.498267
  Landmark 7: x=104.776076, y=389.403549, z=-664.786528
  Landmark 8: x=107.382524, y=416.103991, z=-664.684159
  Landmark 9: x=127.231540, y=284.467573, z=-646.008235
  Landmark 10: x=132.871748, y=362.145942, z=-661.940191
  Landmark 11: x=137.970920, y=402.730460, z=-658.153218
  Landmark 12: x=138.439011, y=430.468477, z=-655.582990
  Landmark 13: x=154.042660, y=280.134826, z=-660.617284
  Landmark 14: x=173.470425, y=347.267787, z=-663.373754
  Landmark 15: x=173.168888, y=391.688061, z=-658.338515
  Landmark 16: x=173.357367, y=419.241472, z=-654.567108
  Landmark 17: x=187.164966, y=248.922503, z=-657.601820
  Landmark 18: x=215.326298, y=302.180221, z=-665.730735
  Landmark 19: x=222.006221, y=338.108542, z=-664.461378
  Landmark 20: x=228.033003, y=357.074755, z=-662.770925
  Landmark 21: x=108.083769, y=-170.626303, z=-635.533800
