# Frame Index: 251
Hand 0
  Landmark 0: x=510.844463, y=116.433783, z=-636.443930
  Landmark 1: x=459.262416, y=157.003828, z=-657.832007
  Landmark 2: x=421.829114, y=209.034870, z=-654.618634
  Landmark 3: x=410.796133, y=266.892426, z=-660.546528
  Landmark 4: x=409.637655, y=317.460272, z=-672.039476
  Landmark 5: x=493.339574, y=265.033947, z=-651.000000
  Landmark 6: x=497.926983, y=345.683257, z=-660.267530
  Landmark 7: x=501.552432, y=392.261493, z=-661.859915
  Landmark 8: x=507.323878, y=428.671055, z=-666.765306
  Landmark 9: x=537.111943, y=261.288726, z=-650.000000
  Landmark 10: x=553.624416, y=343.594335, z=-653.403970
  Landmark 11: x=569.087660, y=395.912491, z=-657.464279
  Landmark 12: x=583.404858, y=433.807906, z=-662.684192
  Landmark 13: x=574.323414, y=247.218518, z=-650.889351
  Landmark 14: x=598.254630, y=320.883091, z=-652.526735
  Landmark 15: x=616.770846, y=365.578555, z=-652.000000
  Landmark 16: x=634.772486, y=402.114953, z=-658.000000
  Landmark 17: x=604.687831, y=228.354440, z=-656.484251
  Landmark 18: x=644.247586, y=274.677672, z=-662.458379
  Landmark 19: x=668.373926, y=304.584592, z=-664.553577
  Landmark 20: x=686.380541, y=332.057015, z=-667.511787
  Landmark 21: x=510.844463, y=-183.566217, z=-636.443930
Hand 1
  Landmark 0: x=104.572981, y=123.673452, z=-635.546279
  Landmark 1: x=58.106869, y=155.784693, z=-619.526433
  Landmark 2: x=58.490049, y=216.452142, z=-622.900259
  Landmark 3: x=106.640539, y=246.487768, z=-628.920708
  Landmark 4: x=154.138900, y=243.366499, z=-644.524967
  Landmark 5: x=74.207839, y=274.249141, z=-647.999999
  Landmark 6: x=65.181560, y=341.395714, z=-662.392409
  Landmark 7: x=62.210636, y=383.278499, z=-664.730976
  Landmark 8: x=61.681166, y=415.811956, z=-664.719101
  Landmark 9: x=115.246233, y=280.463084, z=-648.002249
  Landmark 10: x=122.727995, y=354.094390, z=-661.819090
  Landmark 11: x=128.181852, y=398.199121, z=-658.630694
  Landmark 12: x=134.269214, y=432.094212, z=-655.663717
  Landmark 13: x=148.993847, y=269.522161, z=-660.748337
  Landmark 14: x=161.810473, y=336.581587, z=-663.633611
  Landmark 15: x=166.816465, y=378.622949, z=-658.435935
  Landmark 16: x=171.583590, y=410.727372, z=-654.567108
  Landmark 17: x=179.037310, y=243.680404, z=-657.750357
  Landmark 18: x=203.341533, y=291.661666, z=-665.870604
  Landmark 19: x=215.065701, y=323.980826, z=-664.554404
  Landmark 20: x=224.510463, y=353.017116, z=-662.782881
  Landmark 21: x=104.572981, y=-176.326548, z=-635.546279
