# Frame Index: 189
Hand 0
  Landmark 0: x=510.260853, y=119.708195, z=-636.443930
  Landmark 1: x=458.598958, y=159.323313, z=-657.763581
  Landmark 2: x=422.722961, y=211.815081, z=-654.380323
  Landmark 3: x=411.604348, y=270.652519, z=-660.155399
  Landmark 4: x=407.336811, y=322.169101, z=-671.812778
  Landmark 5: x=493.570937, y=269.609689, z=-651.000000
  Landmark 6: x=498.831169, y=350.154130, z=-660.267530
  Landmark 7: x=502.504298, y=396.482813, z=-662.032667
  Landmark 8: x=508.733586, y=432.902692, z=-666.727100
  Landmark 9: x=537.906441, y=265.535753, z=-649.999251
  Landmark 10: x=554.846818, y=347.648939, z=-653.531535
  Landmark 11: x=571.165674, y=399.937641, z=-657.568982
  Landmark 12: x=585.803416, y=437.128834, z=-662.641802
  Landmark 13: x=574.334065, y=250.336687, z=-650.953580
  Landmark 14: x=600.511157, y=323.638816, z=-649.000000
  Landmark 15: x=620.375829, y=368.450900, z=-652.000000
  Landmark 16: x=638.800277, y=404.551744, z=-658.000000
  Landmark 17: x=603.803013, y=231.363311, z=-656.424800
  Landmark 18: x=644.923696, y=277.294738, z=-662.452375
  Landmark 19: x=669.495497, y=306.483246, z=-664.570826
  Landmark 20: x=688.544628, y=333.520739, z=-667.524321
  Landmark 21: x=510.260853, y=-180.291805, z=-636.443930
Hand 1
  Landmark 0: x=105.053034, y=123.842247, z=-635.531439
  Landmark 1: x=49.753379, y=158.700623, z=-620.402875
  Landmark 2: x=38.200123, y=214.778231, z=-623.662190
  Landmark 3: x=77.331884, y=251.845935, z=-624.613615
  Landmark 4: x=120.727780, y=266.891200, z=-632.938788
  Landmark 5: x=76.565957, y=275.427064, z=-620.000173
  Landmark 6: x=75.687536, y=344.663351, z=-662.442977
  Landmark 7: x=77.844524, y=385.593726, z=-664.809411
  Landmark 8: x=81.371087, y=417.904792, z=-664.694896
  Landmark 9: x=117.482469, y=282.830866, z=-618.000107
  Landmark 10: x=125.983744, y=355.411882, z=-661.800178
  Landmark 11: x=132.135370, y=399.073479, z=-658.613778
  Landmark 12: x=138.448449, y=432.552151, z=-655.663717
  Landmark 13: x=151.032687, y=272.731566, z=-660.740026
  Landmark 14: x=163.872131, y=338.619388, z=-663.617423
  Landmark 15: x=169.218676, y=379.481237, z=-658.435935
  Landmark 16: x=174.004872, y=410.377633, z=-654.567108
  Landmark 17: x=181.178061, y=246.178898, z=-657.681264
  Landmark 18: x=204.997091, y=294.368741, z=-665.840689
  Landmark 19: x=216.376342, y=326.359463, z=-664.554404
  Landmark 20: x=225.287973, y=354.669188, z=-662.782881
  Landmark 21: x=105.053034, y=-176.157753, z=-635.531439
