# Frame Index: 149
Hand 0
  Landmark 0: x=509.786480, y=120.152099, z=-636.443930
  Landmark 1: x=458.284673, y=162.444714, z=-658.181852
  Landmark 2: x=422.236167, y=214.205597, z=-654.674353
  Landmark 3: x=409.857980, y=271.241130, z=-660.217771
  Landmark 4: x=405.655166, y=323.707635, z=-672.122963
  Landmark 5: x=494.601198, y=273.760426, z=-652.000748
  Landmark 6: x=500.084797, y=354.524228, z=-660.267530
  Landmark 7: x=502.839947, y=400.065151, z=-662.140146
  Landmark 8: x=509.194298, y=435.903727, z=-666.689290
  Landmark 9: x=539.481692, y=269.964264, z=-650.000000
  Landmark 10: x=556.139195, y=351.820880, z=-653.637833
  Landmark 11: x=572.764163, y=403.515873, z=-657.615127
  Landmark 12: x=586.663560, y=439.228821, z=-662.606688
  Landmark 13: x=575.574474, y=253.672132, z=-651.025857
  Landmark 14: x=603.656551, y=327.282903, z=-649.000000
  Landmark 15: x=624.645049, y=371.693601, z=-652.000000
  Landmark 16: x=642.800100, y=406.191677, z=-658.000000
  Landmark 17: x=605.067981, y=234.986900, z=-656.455206
  Landmark 18: x=646.736789, y=280.053120, z=-662.482690
  Landmark 19: x=671.096595, y=308.565489, z=-664.598174
  Landmark 20: x=690.606909, y=334.933149, z=-667.494682
  Landmark 21: x=509.786480, y=-179.847901, z=-636.443930
Hand 1
  Landmark 0: x=107.391041, y=123.564874, z=-635.606117
  Landmark 1: x=61.847590, y=156.757767, z=-618.429783
  Landmark 2: x=62.182937, y=218.049060, z=-621.085205
  Landmark 3: x=110.145874, y=246.686933, z=-625.114830
  Landmark 4: x=157.279546, y=322.921954, z=-638.223151
  Landmark 5: x=82.218223, y=278.664515, z=-626.995503
  Landmark 6: x=89.768097, y=347.145166, z=-662.468913
  Landmark 7: x=97.999073, y=387.456745, z=-664.863435
  Landmark 8: x=106.276689, y=418.257065, z=-664.703440
  Landmark 9: x=120.212672, y=281.097052, z=-624.002261
  Landmark 10: x=128.154468, y=354.007144, z=-661.774220
  Landmark 11: x=134.619252, y=397.883183, z=-658.606570
  Landmark 12: x=140.660324, y=430.791308, z=-655.663717
  Landmark 13: x=152.130495, y=270.870673, z=-660.712251
  Landmark 14: x=164.331322, y=337.918068, z=-663.566733
  Landmark 15: x=168.306722, y=379.484192, z=-658.435935
  Landmark 16: x=172.080667, y=409.874501, z=-654.567108
  Landmark 17: x=183.514126, y=245.644638, z=-657.615115
  Landmark 18: x=206.750651, y=294.252382, z=-665.817701
  Landmark 19: x=216.951225, y=327.082970, z=-664.554404
  Landmark 20: x=225.199293, y=354.920591, z=-662.782881
  Landmark 21: x=107.391041, y=-176.435126, z=-635.606117
