# Frame Index: 177
Hand 0
  Landmark 0: x=509.881498, y=119.940085, z=-636.443930
  Landmark 1: x=458.311444, y=162.198369, z=-657.900899
  Landmark 2: x=422.564475, y=212.848220, z=-654.549625
  Landmark 3: x=410.860886, y=270.245539, z=-660.290833
  Landmark 4: x=407.087584, y=323.228354, z=-671.911562
  Landmark 5: x=493.898316, y=270.975878, z=-650.000749
  Landmark 6: x=499.217102, y=351.243714, z=-660.267530
  Landmark 7: x=502.716371, y=397.314028, z=-662.108989
  Landmark 8: x=509.034129, y=433.591357, z=-666.709323
  Landmark 9: x=538.275850, y=266.982824, z=-649.999251
  Landmark 10: x=555.172211, y=348.626173, z=-653.562170
  Landmark 11: x=571.586539, y=400.766158, z=-657.587090
  Landmark 12: x=586.100112, y=437.803090, z=-662.636294
  Landmark 13: x=574.616014, y=251.475245, z=-650.998386
  Landmark 14: x=601.311413, y=324.504576, z=-649.000000
  Landmark 15: x=621.423920, y=369.155823, z=-652.000000
  Landmark 16: x=639.939262, y=405.185973, z=-658.000000
  Landmark 17: x=603.948346, y=232.435135, z=-656.426399
  Landmark 18: x=645.332316, y=277.964170, z=-662.458963
  Landmark 19: x=670.101754, y=306.983589, z=-664.599667
  Landmark 20: x=689.521446, y=333.806872, z=-667.532238
  Landmark 21: x=509.881498, y=-180.059915, z=-636.443930
Hand 1
  Landmark 0: x=105.610633, y=123.670336, z=-635.587345
  Landmark 1: x=51.124388, y=148.690866, z=-619.962716
  Landmark 2: x=11.595473, y=200.046952, z=-622.722273
  Landmark 3: x=-9.819028, y=244.669766, z=-625.090804
  Landmark 4: x=-35.356357, y=278.151681, z=-634.986234
  Landmark 5: x=78.325626, y=275.621406, z=-625.994006
  Landmark 6: x=79.991309, y=345.106152, z=-662.457007
  Landmark 7: x=83.900016, y=385.960673, z=-664.814498
  Landmark 8: x=88.951523, y=417.935546, z=-664.694896
  Landmark 9: x=118.708190, y=282.360860, z=-623.002247
  Landmark 10: x=127.036825, y=355.054306, z=-661.788434
  Landmark 11: x=133.276140, y=398.789454, z=-658.613778
  Landmark 12: x=139.696069, y=432.050155, z=-655.663717
  Landmark 13: x=151.769612, y=272.203553, z=-660.740026
  Landmark 14: x=164.742129, y=338.085968, z=-663.612512
  Landmark 15: x=169.813058, y=379.380630, z=-658.435935
  Landmark 16: x=174.495112, y=410.104581, z=-654.567108
  Landmark 17: x=182.363912, y=246.022400, z=-657.641521
  Landmark 18: x=205.705102, y=294.440250, z=-665.829969
  Landmark 19: x=216.517845, y=326.641201, z=-664.554404
  Landmark 20: x=225.200758, y=354.614641, z=-662.782881
  Landmark 21: x=105.610633, y=-176.329664, z=-635.587345
