# Frame Index: 207
Hand 0
  Landmark 0: x=510.803437, y=118.382912, z=-636.443930
  Landmark 1: x=459.830807, y=159.322535, z=-657.865483
  Landmark 2: x=423.324027, y=210.781937, z=-654.513124
  Landmark 3: x=411.403211, y=268.571234, z=-660.365139
  Landmark 4: x=408.467609, y=321.109343, z=-672.045054
  Landmark 5: x=493.620264, y=267.855539, z=-650.999999
  Landmark 6: x=498.514891, y=348.561128, z=-660.267530
  Landmark 7: x=502.163496, y=395.130443, z=-661.987000
  Landmark 8: x=508.091644, y=431.499035, z=-666.732192
  Landmark 9: x=537.716040, y=264.026335, z=-649.999251
  Landmark 10: x=554.467320, y=346.218473, z=-653.492809
  Landmark 11: x=570.430993, y=398.587409, z=-657.535838
  Landmark 12: x=585.005078, y=435.934894, z=-662.660524
  Landmark 13: x=574.670287, y=249.321961, z=-650.944565
  Landmark 14: x=599.782933, y=322.833757, z=-649.000000
  Landmark 15: x=619.131077, y=367.637438, z=-652.000000
  Landmark 16: x=637.421385, y=403.787344, z=-658.000000
  Landmark 17: x=604.450163, y=230.297085, z=-656.444320
  Landmark 18: x=644.851040, y=276.428365, z=-662.451569
  Landmark 19: x=669.244468, y=305.840650, z=-664.567255
  Landmark 20: x=687.819774, y=332.957840, z=-667.511700
  Landmark 21: x=510.803437, y=-181.617088, z=-636.443930
Hand 1
  Landmark 0: x=106.431127, y=124.117983, z=-635.558153
  Landmark 1: x=62.515171, y=156.037093, z=-619.128735
  Landmark 2: x=59.712530, y=218.754046, z=-621.277788
  Landmark 3: x=109.484525, y=248.064484, z=-624.911917
  Landmark 4: x=157.167931, y=240.016241, z=-639.428310
  Landmark 5: x=75.971721, y=274.010289, z=-649.999251
  Landmark 6: x=70.408714, y=342.331373, z=-662.442977
  Landmark 7: x=70.063218, y=384.323745, z=-664.756185
  Landmark 8: x=71.497619, y=416.923143, z=-664.707300
  Landmark 9: x=116.649193, y=280.084249, z=-649.997752
  Landmark 10: x=124.770462, y=354.460578, z=-661.789916
  Landmark 11: x=130.447220, y=398.862619, z=-658.617284
  Landmark 12: x=136.681648, y=432.577829, z=-655.663717
  Landmark 13: x=150.251273, y=270.376273, z=-660.728309
  Landmark 14: x=163.663052, y=337.090071, z=-663.638649
  Landmark 15: x=168.767164, y=379.415654, z=-658.435935
  Landmark 16: x=173.686536, y=411.203508, z=-654.567108
  Landmark 17: x=180.576988, y=244.998075, z=-657.698236
  Landmark 18: x=204.665073, y=292.829136, z=-665.857197
  Landmark 19: x=216.068530, y=325.438120, z=-664.554404
  Landmark 20: x=225.317324, y=354.246090, z=-662.782881
  Landmark 21: x=106.431127, y=-175.882017, z=-635.558153
