# Frame Index: 179
Hand 0
  Landmark 0: x=509.961192, y=119.942125, z=-636.443930
  Landmark 1: x=458.358506, y=161.952941, z=-657.847634
  Landmark 2: x=422.556919, y=212.523721, z=-654.445111
  Landmark 3: x=410.712274, y=271.470200, z=-660.226109
  Landmark 4: x=408.306737, y=323.228354, z=-671.859531
  Landmark 5: x=493.822305, y=270.757852, z=-650.999999
  Landmark 6: x=499.158717, y=351.106190, z=-660.267530
  Landmark 7: x=502.671548, y=397.185135, z=-662.092936
  Landmark 8: x=508.990039, y=433.480188, z=-666.711411
  Landmark 9: x=538.208934, y=266.765848, z=-649.000749
  Landmark 10: x=555.135292, y=348.462678, z=-653.561021
  Landmark 11: x=571.572325, y=400.625181, z=-657.579666
  Landmark 12: x=586.087259, y=437.692835, z=-662.634582
  Landmark 13: x=574.548091, y=251.307298, z=-650.988533
  Landmark 14: x=601.164477, y=324.340075, z=-649.000000
  Landmark 15: x=621.243665, y=369.044692, z=-652.000000
  Landmark 16: x=639.752955, y=405.069779, z=-658.000000
  Landmark 17: x=603.880422, y=232.275350, z=-656.427335
  Landmark 18: x=645.208409, y=277.824198, z=-662.459510
  Landmark 19: x=670.006941, y=306.897321, z=-664.598496
  Landmark 20: x=689.323714, y=333.740795, z=-667.531848
  Landmark 21: x=509.961192, y=-180.057875, z=-636.443930
Hand 1
  Landmark 0: x=105.441909, y=123.522092, z=-635.577417
  Landmark 1: x=49.967972, y=149.196559, z=-620.241288
  Landmark 2: x=11.282490, y=201.045807, z=-623.812004
  Landmark 3: x=-11.423730, y=247.097704, z=-626.831244
  Landmark 4: x=-36.602620, y=282.281672, z=-637.295778
  Landmark 5: x=78.098023, y=276.000913, z=-625.994006
  Landmark 6: x=79.205086, y=345.148772, z=-662.453172
  Landmark 7: x=82.710500, y=385.959404, z=-664.817107
  Landmark 8: x=87.439577, y=417.959614, z=-664.694896
  Landmark 9: x=118.525676, y=282.685172, z=-623.002247
  Landmark 10: x=126.797893, y=355.184301, z=-661.790892
  Landmark 11: x=133.020310, y=398.896142, z=-658.613778
  Landmark 12: x=139.403272, y=432.172854, z=-655.663717
  Landmark 13: x=151.664661, y=272.371671, z=-660.740026
  Landmark 14: x=164.574041, y=338.265927, z=-663.605313
  Landmark 15: x=169.666560, y=379.445765, z=-658.435935
  Landmark 16: x=174.395058, y=410.153911, z=-654.567108
  Landmark 17: x=182.163831, y=246.066560, z=-657.652358
  Landmark 18: x=205.568997, y=294.498218, z=-665.831854
  Landmark 19: x=216.521605, y=326.618931, z=-664.554404
  Landmark 20: x=225.262827, y=354.688738, z=-662.782881
  Landmark 21: x=105.441909, y=-176.477908, z=-635.577417
