# Frame Index: 80
Hand 0
  Landmark 0: x=508.544814, y=119.902258, z=-636.443930
  Landmark 1: x=457.896357, y=164.277494, z=-658.795254
  Landmark 2: x=421.984735, y=217.308139, z=-653.747379
  Landmark 3: x=407.921074, y=274.601193, z=-658.842639
  Landmark 4: x=402.605849, y=326.889466, z=-673.382164
  Landmark 5: x=498.891359, y=287.799810, z=-653.000000
  Landmark 6: x=507.078137, y=368.217044, z=-660.480086
  Landmark 7: x=506.175987, y=409.814617, z=-662.214575
  Landmark 8: x=514.017563, y=444.610561, z=-666.559250
  Landmark 9: x=544.482365, y=283.574044, z=-651.999999
  Landmark 10: x=558.795644, y=364.106929, z=-653.367841
  Landmark 11: x=577.766789, y=415.682891, z=-657.675333
  Landmark 12: x=588.662569, y=446.460569, z=-662.471953
  Landmark 13: x=578.024782, y=261.179778, z=-650.770925
  Landmark 14: x=618.025642, y=337.676262, z=-649.000000
  Landmark 15: x=642.407582, y=380.789106, z=-652.000000
  Landmark 16: x=659.822866, y=411.343236, z=-658.000000
  Landmark 17: x=608.347165, y=244.004386, z=-656.395405
  Landmark 18: x=654.408577, y=287.601446, z=-662.543872
  Landmark 19: x=673.820700, y=313.405795, z=-664.607539
  Landmark 20: x=695.309447, y=339.029324, z=-667.303885
  Landmark 21: x=508.544814, y=-180.097742, z=-636.443930
Hand 1
  Landmark 0: x=106.367514, y=127.749694, z=-635.594993
  Landmark 1: x=54.184886, y=158.960654, z=-619.187135
  Landmark 2: x=57.296839, y=221.061506, z=-623.809799
  Landmark 3: x=102.224651, y=255.118332, z=-625.650192
  Landmark 4: x=148.410491, y=305.130622, z=-635.478010
  Landmark 5: x=82.533090, y=281.505789, z=-649.998503
  Landmark 6: x=92.663484, y=348.444394, z=-662.498891
  Landmark 7: x=101.594617, y=388.285769, z=-664.805987
  Landmark 8: x=107.449991, y=417.431919, z=-664.553306
  Landmark 9: x=122.511886, y=284.128327, z=-634.996999
  Landmark 10: x=130.433135, y=358.330952, z=-661.837824
  Landmark 11: x=136.723844, y=400.301727, z=-658.352977
  Landmark 12: x=140.447715, y=431.061514, z=-655.621891
  Landmark 13: x=152.495966, y=276.047276, z=-660.655977
  Landmark 14: x=167.511859, y=343.309939, z=-663.367647
  Landmark 15: x=170.583537, y=384.245166, z=-658.435935
  Landmark 16: x=173.070337, y=412.588332, z=-654.567108
  Landmark 17: x=184.926813, y=248.824766, z=-657.667932
  Landmark 18: x=210.153071, y=299.428189, z=-665.807473
  Landmark 19: x=219.008411, y=333.028224, z=-664.554404
  Landmark 20: x=226.139827, y=356.786038, z=-662.782881
  Landmark 21: x=106.367514, y=-172.250306, z=-635.594993
