# Frame Index: 234
Hand 0
  Landmark 0: x=511.396826, y=117.130102, z=-637.328434
  Landmark 1: x=460.984534, y=159.130275, z=-656.462139
  Landmark 2: x=424.906460, y=210.688576, z=-654.739776
  Landmark 3: x=412.416624, y=266.857756, z=-660.228807
  Landmark 4: x=408.664123, y=318.860884, z=-671.758630
  Landmark 5: x=494.074213, y=272.177594, z=-650.384901
  Landmark 6: x=498.652742, y=352.081086, z=-660.752536
  Landmark 7: x=501.856805, y=393.719045, z=-661.980654
  Landmark 8: x=507.084299, y=427.089693, z=-666.386074
  Landmark 9: x=537.995560, y=267.637543, z=-650.283481
  Landmark 10: x=555.542644, y=347.895765, z=-653.867120
  Landmark 11: x=569.677073, y=395.368364, z=-657.589238
  Landmark 12: x=581.455943, y=427.146204, z=-661.709471
  Landmark 13: x=575.596882, y=254.931104, z=-650.963100
  Landmark 14: x=599.784071, y=322.898125, z=-652.426405
  Landmark 15: x=617.731869, y=366.079306, z=-652.314260
  Landmark 16: x=631.871981, y=394.939748, z=-656.786108
  Landmark 17: x=604.941437, y=228.925017, z=-656.459331
  Landmark 18: x=644.654044, y=275.296972, z=-662.454185
  Landmark 19: x=666.215353, y=302.424134, z=-664.452546
  Landmark 20: x=684.108285, y=328.374282, z=-667.083443
  Landmark 21: x=511.012499, y=-182.501276, z=-636.443928
Hand 1
  Landmark 0: x=104.869651, y=114.547793, z=-634.474942
  Landmark 1: x=49.710361, y=152.627228, z=-621.098807
  Landmark 2: x=15.127917, y=204.778265, z=-627.967270
  Landmark 3: x=9.663601, y=261.793005, z=-620.185054
  Landmark 4: x=-20.560595, y=258.086336, z=-664.049629
  Landmark 5: x=75.971864, y=267.188738, z=-653.863826
  Landmark 6: x=65.163275, y=346.559318, z=-663.687496
  Landmark 7: x=64.222204, y=388.304871, z=-665.072168
  Landmark 8: x=64.495000, y=422.364697, z=-664.638102
  Landmark 9: x=116.180291, y=276.042876, z=-637.907825
  Landmark 10: x=123.663863, y=353.680019, z=-663.957692
  Landmark 11: x=130.004021, y=402.595337, z=-658.094408
  Landmark 12: x=136.688799, y=435.969475, z=-655.443053
  Landmark 13: x=147.846876, y=266.162494, z=-659.711042
  Landmark 14: x=162.895211, y=336.566477, z=-664.559127
  Landmark 15: x=168.137395, y=382.550160, z=-657.868029
  Landmark 16: x=173.310597, y=414.370309, z=-654.182750
  Landmark 17: x=177.685424, y=240.299228, z=-656.816131
  Landmark 18: x=205.414283, y=294.029172, z=-667.188734
  Landmark 19: x=216.545853, y=326.783084, z=-664.354096
  Landmark 20: x=226.251248, y=356.838958, z=-662.639911
  Landmark 21: x=104.297717, y=-175.839466, z=-635.564331
