# Frame Index: 255
Hand 0
  Landmark 0: x=511.122138, y=115.981303, z=-637.529979
  Landmark 1: x=459.677584, y=156.790047, z=-656.493517
  Landmark 2: x=423.173944, y=208.057036, z=-655.068136
  Landmark 3: x=410.744647, y=264.238758, z=-660.566192
  Landmark 4: x=409.697729, y=316.506113, z=-671.445990
  Landmark 5: x=493.030451, y=270.963395, z=-650.317106
  Landmark 6: x=498.062584, y=350.821087, z=-660.826404
  Landmark 7: x=501.520017, y=392.441043, z=-661.974931
  Landmark 8: x=506.906404, y=425.779977, z=-666.428775
  Landmark 9: x=536.967997, y=266.582180, z=-650.253887
  Landmark 10: x=554.702074, y=346.799631, z=-653.829894
  Landmark 11: x=568.707339, y=394.309625, z=-657.563098
  Landmark 12: x=580.409036, y=426.113284, z=-661.703948
  Landmark 13: x=574.616984, y=254.014148, z=-650.864716
  Landmark 14: x=598.618502, y=322.046154, z=-652.364890
  Landmark 15: x=616.402158, y=365.294801, z=-652.149809
  Landmark 16: x=630.559036, y=394.129843, z=-656.731086
  Landmark 17: x=604.145472, y=228.241776, z=-656.475521
  Landmark 18: x=643.903279, y=274.578249, z=-662.445044
  Landmark 19: x=665.506552, y=301.671304, z=-664.452705
  Landmark 20: x=683.363116, y=327.646220, z=-667.086243
  Landmark 21: x=510.645332, y=-183.854886, z=-636.443925
Hand 1
  Landmark 0: x=106.280181, y=113.789542, z=-637.056439
  Landmark 1: x=53.462017, y=151.709339, z=-615.988874
  Landmark 2: x=41.984549, y=213.307452, z=-622.054528
  Landmark 3: x=86.131545, y=250.337964, z=-626.624687
  Landmark 4: x=135.715987, y=244.545063, z=-645.576456
  Landmark 5: x=73.580740, y=266.849242, z=-633.349149
  Landmark 6: x=64.722265, y=341.441276, z=-662.854653
  Landmark 7: x=61.878493, y=383.081272, z=-664.730128
  Landmark 8: x=61.382256, y=417.141346, z=-664.723471
  Landmark 9: x=116.898946, y=275.217902, z=-635.139646
  Landmark 10: x=121.859984, y=352.099210, z=-663.893388
  Landmark 11: x=127.893800, y=401.071780, z=-658.186861
  Landmark 12: x=134.299593, y=434.493835, z=-655.451676
  Landmark 13: x=146.357045, y=264.890729, z=-659.661979
  Landmark 14: x=161.806351, y=335.219279, z=-664.340820
  Landmark 15: x=166.874883, y=381.270652, z=-657.990112
  Landmark 16: x=171.944526, y=413.104952, z=-654.283186
  Landmark 17: x=177.650930, y=240.833024, z=-656.572039
  Landmark 18: x=206.282778, y=293.462976, z=-669.751286
  Landmark 19: x=215.452507, y=326.336492, z=-663.425627
  Landmark 20: x=225.705318, y=356.250212, z=-662.692097
  Landmark 21: x=104.272251, y=-176.407090, z=-635.545297
