# Frame Index: 206
Hand 0
  Landmark 0: x=511.492755, y=118.616598, z=-637.121633
  Landmark 1: x=460.287886, y=159.161500, z=-657.263226
  Landmark 2: x=424.115017, y=210.620653, z=-654.747146
  Landmark 3: x=411.693822, y=266.792026, z=-660.367887
  Landmark 4: x=408.728616, y=318.874462, z=-671.768316
  Landmark 5: x=494.273276, y=273.564081, z=-651.440702
  Landmark 6: x=498.885366, y=353.622048, z=-660.521961
  Landmark 7: x=502.166963, y=395.246089, z=-661.992993
  Landmark 8: x=507.625329, y=428.587070, z=-666.342666
  Landmark 9: x=538.193098, y=269.490594, z=-649.400366
  Landmark 10: x=555.922748, y=349.664013, z=-653.873283
  Landmark 11: x=570.288086, y=397.064719, z=-657.627482
  Landmark 12: x=582.272786, y=428.768407, z=-661.725291
  Landmark 13: x=575.773561, y=256.768910, z=-650.681924
  Landmark 14: x=600.746186, y=324.455834, z=-649.446807
  Landmark 15: x=619.157857, y=367.357205, z=-652.136200
  Landmark 16: x=633.561381, y=396.064295, z=-656.752090
  Landmark 17: x=604.856065, y=230.528752, z=-656.451667
  Landmark 18: x=644.922424, y=276.597966, z=-662.426732
  Landmark 19: x=666.855836, y=303.421700, z=-664.470885
  Landmark 20: x=685.098254, y=329.126207, z=-667.113056
  Landmark 21: x=510.790092, y=-181.526147, z=-636.443935
Hand 1
  Landmark 0: x=108.050161, y=113.555844, z=-635.975904
  Landmark 1: x=59.426076, y=158.114814, z=-618.039675
  Landmark 2: x=60.139004, y=220.971467, z=-621.413759
  Landmark 3: x=110.186208, y=249.714095, z=-624.613880
  Landmark 4: x=161.026888, y=243.365868, z=-639.656091
  Landmark 5: x=72.947810, y=265.713380, z=-647.208815
  Landmark 6: x=70.397726, y=344.624968, z=-663.926383
  Landmark 7: x=70.206629, y=386.392805, z=-664.877710
  Landmark 8: x=72.124945, y=420.401902, z=-664.688474
  Landmark 9: x=116.137101, y=274.239339, z=-643.788248
  Landmark 10: x=124.603776, y=353.586674, z=-663.648776
  Landmark 11: x=130.694011, y=402.568015, z=-658.079122
  Landmark 12: x=137.436414, y=435.927820, z=-655.393524
  Landmark 13: x=150.319701, y=265.468538, z=-661.965094
  Landmark 14: x=163.762464, y=336.327441, z=-664.197913
  Landmark 15: x=168.959235, y=382.383212, z=-657.984220
  Landmark 16: x=174.217493, y=414.178082, z=-654.202423
  Landmark 17: x=180.156504, y=240.028955, z=-656.467756
  Landmark 18: x=206.230314, y=294.384530, z=-667.826234
  Landmark 19: x=216.644256, y=327.296395, z=-664.203391
  Landmark 20: x=226.318007, y=357.369456, z=-662.616480
  Landmark 21: x=106.364872, y=-175.895480, z=-635.557970
