# Frame Index: 119
Hand 0
  Landmark 0: x=512.154419, y=126.330394, z=-638.599000
  Landmark 1: x=458.588509, y=164.324129, z=-657.537889
  Landmark 2: x=422.886352, y=216.107966, z=-654.960576
  Landmark 3: x=409.296617, y=272.075645, z=-659.863655
  Landmark 4: x=404.227637, y=323.793017, z=-672.150319
  Landmark 5: x=496.873946, y=281.536279, z=-652.307005
  Landmark 6: x=501.854142, y=361.676785, z=-660.413543
  Landmark 7: x=503.503537, y=403.386786, z=-662.159749
  Landmark 8: x=509.712924, y=436.617926, z=-666.339409
  Landmark 9: x=540.869209, y=277.952219, z=-651.176257
  Landmark 10: x=558.409297, y=358.242164, z=-654.003806
  Landmark 11: x=573.996293, y=405.261167, z=-657.683889
  Landmark 12: x=585.989477, y=436.938061, z=-661.960232
  Landmark 13: x=578.480363, y=265.271408, z=-650.565334
  Landmark 14: x=608.011724, y=331.096426, z=-649.283456
  Landmark 15: x=628.883610, y=372.835970, z=-652.271072
  Landmark 16: x=644.040213, y=401.145964, z=-656.928012
  Landmark 17: x=606.358515, y=237.781316, z=-656.458698
  Landmark 18: x=648.458870, y=282.013531, z=-662.328842
  Landmark 19: x=670.747210, y=308.530331, z=-664.532313
  Landmark 20: x=690.104275, y=333.406568, z=-667.171569
  Landmark 21: x=509.645308, y=-179.366688, z=-636.443926
Hand 1
  Landmark 0: x=107.809530, y=119.877345, z=-635.895006
  Landmark 1: x=53.048836, y=156.458485, z=-617.602981
  Landmark 2: x=21.440226, y=210.522090, z=-623.996296
  Landmark 3: x=2.986197, y=264.885495, z=-630.717255
  Landmark 4: x=-12.408131, y=315.124618, z=-640.224509
  Landmark 5: x=78.658740, y=273.621702, z=-631.081192
  Landmark 6: x=90.479139, y=346.787719, z=-663.019126
  Landmark 7: x=98.975038, y=387.653216, z=-664.842543
  Landmark 8: x=107.055507, y=420.743977, z=-664.635579
  Landmark 9: x=121.962800, y=276.178243, z=-639.323146
  Landmark 10: x=127.797605, y=353.994219, z=-665.260649
  Landmark 11: x=135.713660, y=402.417689, z=-657.528323
  Landmark 12: x=141.488092, y=435.995754, z=-655.355938
  Landmark 13: x=152.833406, y=266.883852, z=-662.483351
  Landmark 14: x=164.708746, y=338.025127, z=-664.621714
  Landmark 15: x=168.281723, y=384.170331, z=-657.943075
  Landmark 16: x=172.226884, y=416.125992, z=-653.926058
  Landmark 17: x=184.362724, y=243.682859, z=-656.546681
  Landmark 18: x=210.373343, y=297.981616, z=-668.314426
  Landmark 19: x=218.424135, y=331.482978, z=-664.117971
  Landmark 20: x=227.895698, y=361.620764, z=-662.539034
  Landmark 21: x=107.918960, y=-175.741170, z=-635.630368
