# Frame Index: 57
Hand 0
  Landmark 0: x=513.786922, y=139.715945, z=-638.923455
  Landmark 1: x=454.865628, y=167.900926, z=-659.057986
  Landmark 2: x=419.818368, y=219.815339, z=-652.778247
  Landmark 3: x=404.601104, y=275.380717, z=-657.471385
  Landmark 4: x=397.399906, y=325.400239, z=-674.720518
  Landmark 5: x=506.132197, y=295.237442, z=-655.194224
  Landmark 6: x=513.467343, y=375.440422, z=-660.361071
  Landmark 7: x=509.953832, y=417.028097, z=-662.262165
  Landmark 8: x=518.768228, y=449.681197, z=-666.313823
  Landmark 9: x=550.245249, y=293.860894, z=-653.833771
  Landmark 10: x=560.421544, y=375.455477, z=-652.889379
  Landmark 11: x=578.854489, y=421.376741, z=-657.219263
  Landmark 12: x=587.998683, y=453.816637, z=-662.658556
  Landmark 13: x=588.242782, y=282.763587, z=-650.865260
  Landmark 14: x=628.180818, y=342.851998, z=-649.858562
  Landmark 15: x=653.133595, y=382.326207, z=-652.286728
  Landmark 16: x=669.540615, y=409.924407, z=-656.978640
  Landmark 17: x=609.677415, y=249.858069, z=-655.906217
  Landmark 18: x=655.808015, y=289.832133, z=-662.024135
  Landmark 19: x=675.290060, y=318.432010, z=-664.719097
  Landmark 20: x=696.213173, y=342.035628, z=-667.081559
  Landmark 21: x=505.882827, y=-183.110774, z=-636.443966
Hand 1
  Landmark 0: x=110.926690, y=122.250198, z=-635.893631
  Landmark 1: x=52.919928, y=154.879485, z=-620.335459
  Landmark 2: x=20.086272, y=208.321750, z=-625.695239
  Landmark 3: x=1.664959, y=263.041127, z=-628.442488
  Landmark 4: x=-16.330266, y=309.588360, z=-647.439065
  Landmark 5: x=80.208748, y=274.889628, z=-652.260708
  Landmark 6: x=95.770170, y=353.187898, z=-664.103099
  Landmark 7: x=108.798122, y=392.865765, z=-665.300181
  Landmark 8: x=110.245119, y=426.888634, z=-664.472302
  Landmark 9: x=122.770483, y=279.868717, z=-641.611079
  Landmark 10: x=131.044330, y=357.880898, z=-666.264029
  Landmark 11: x=139.904431, y=405.786065, z=-656.574976
  Landmark 12: x=139.641348, y=439.900654, z=-655.280662
  Landmark 13: x=156.200993, y=274.446517, z=-662.317976
  Landmark 14: x=172.319712, y=344.754035, z=-664.245998
  Landmark 15: x=172.620802, y=391.132425, z=-658.270640
  Landmark 16: x=173.691526, y=423.256951, z=-653.828363
  Landmark 17: x=184.811329, y=247.524039, z=-657.392795
  Landmark 18: x=214.060646, y=300.754792, z=-666.015626
  Landmark 19: x=220.745966, y=334.794590, z=-664.847296
  Landmark 20: x=230.456639, y=364.771734, z=-662.097259
  Landmark 21: x=106.719644, y=-171.198770, z=-635.586034
