# Frame Index: 164
Hand 0
  Landmark 0: x=511.032444, y=121.890605, z=-638.187725
  Landmark 1: x=459.484982, y=162.717755, z=-656.829471
  Landmark 2: x=423.131623, y=214.088270, z=-655.294738
  Landmark 3: x=409.844030, y=270.086950, z=-660.651054
  Landmark 4: x=406.321654, y=322.148379, z=-671.988744
  Landmark 5: x=494.848563, y=276.969427, z=-652.291272
  Landmark 6: x=499.982485, y=357.075246, z=-660.641088
  Landmark 7: x=503.128899, y=398.705960, z=-662.215092
  Landmark 8: x=508.941817, y=432.008886, z=-666.393560
  Landmark 9: x=538.737386, y=273.085734, z=-649.393789
  Landmark 10: x=557.043754, y=353.123926, z=-653.964274
  Landmark 11: x=571.838795, y=400.395703, z=-657.675056
  Landmark 12: x=583.895546, y=432.071351, z=-661.778365
  Landmark 13: x=576.241994, y=260.144865, z=-650.702834
  Landmark 14: x=603.206212, y=327.063213, z=-649.460289
  Landmark 15: x=622.580981, y=369.536169, z=-652.183636
  Landmark 16: x=637.262923, y=398.105172, z=-656.779029
  Landmark 17: x=604.963504, y=233.505989, z=-656.453835
  Landmark 18: x=645.929311, y=278.769392, z=-662.488246
  Landmark 19: x=668.361294, y=305.178431, z=-664.521678
  Landmark 20: x=687.416956, y=330.291923, z=-667.106857
  Landmark 21: x=509.705408, y=-180.050302, z=-636.443937
Hand 1
  Landmark 0: x=107.811616, y=117.983435, z=-636.466865
  Landmark 1: x=52.849168, y=153.050658, z=-615.950257
  Landmark 2: x=21.004361, y=207.303969, z=-618.260789
  Landmark 3: x=31.231584, y=264.181516, z=-619.465422
  Landmark 4: x=53.100801, y=312.461573, z=-625.955105
  Landmark 5: x=80.229196, y=271.798926, z=-626.965623
  Landmark 6: x=86.062615, y=344.317336, z=-661.895129
  Landmark 7: x=92.683640, y=385.464012, z=-664.828905
  Landmark 8: x=100.434000, y=418.633970, z=-664.685920
  Landmark 9: x=124.014146, y=277.466382, z=-626.283472
  Landmark 10: x=127.687344, y=350.995181, z=-662.918811
  Landmark 11: x=135.008650, y=399.920847, z=-658.450963
  Landmark 12: x=141.843218, y=433.238931, z=-655.494106
  Landmark 13: x=148.366720, y=266.386147, z=-655.608470
  Landmark 14: x=165.925607, y=335.735764, z=-665.042107
  Landmark 15: x=169.929996, y=381.774397, z=-657.889495
  Landmark 16: x=175.099857, y=413.582317, z=-654.095587
  Landmark 17: x=180.983604, y=243.951471, z=-656.281062
  Landmark 18: x=210.808171, y=295.740917, z=-670.127945
  Landmark 19: x=216.304657, y=329.319919, z=-663.271897
  Landmark 20: x=226.715938, y=359.182089, z=-662.684695
  Landmark 21: x=106.576575, y=-176.378076, z=-635.589537
