# Frame Index: 270
Hand 0
  Landmark 0: x=510.415518, y=115.362553, z=-637.446135
  Landmark 1: x=459.069228, y=156.425627, z=-656.124848
  Landmark 2: x=422.844913, y=207.906120, z=-655.484841
  Landmark 3: x=410.936634, y=264.184402, z=-661.146134
  Landmark 4: x=409.518993, y=316.654334, z=-670.956314
  Landmark 5: x=491.295798, y=270.124710, z=-651.352260
  Landmark 6: x=496.873101, y=350.072315, z=-660.854528
  Landmark 7: x=500.707485, y=391.659502, z=-661.993449
  Landmark 8: x=506.613387, y=424.906848, z=-666.473289
  Landmark 9: x=535.253384, y=266.088532, z=-650.281168
  Landmark 10: x=553.393557, y=346.217594, z=-653.801475
  Landmark 11: x=567.440211, y=393.715093, z=-657.538217
  Landmark 12: x=579.395246, y=425.422451, z=-661.693925
  Landmark 13: x=572.879475, y=253.451220, z=-650.873990
  Landmark 14: x=597.023462, y=321.431573, z=-652.428630
  Landmark 15: x=614.764703, y=364.697108, z=-652.124732
  Landmark 16: x=628.984806, y=393.506720, z=-656.670075
  Landmark 17: x=602.801742, y=228.134341, z=-656.472375
  Landmark 18: x=642.484451, y=274.538478, z=-662.415959
  Landmark 19: x=664.319287, y=301.443235, z=-664.450670
  Landmark 20: x=682.418349, y=327.249384, z=-667.087998
  Landmark 21: x=510.287987, y=-184.263237, z=-636.443931
Hand 1
  Landmark 0: x=101.078022, y=114.739438, z=-635.498904
  Landmark 1: x=42.360648, y=145.356866, z=-618.576867
  Landmark 2: x=2.312837, y=193.479119, z=-625.155143
  Landmark 3: x=-7.947740, y=250.322438, z=-622.996472
  Landmark 4: x=-52.579273, y=257.933703, z=-651.306149
  Landmark 5: x=72.845685, y=268.528774, z=-627.622091
  Landmark 6: x=63.644088, y=340.724924, z=-662.494220
  Landmark 7: x=61.189764, y=382.371786, z=-664.732272
  Landmark 8: x=61.151235, y=416.435452, z=-664.728339
  Landmark 9: x=116.444345, y=275.519002, z=-627.593282
  Landmark 10: x=120.108784, y=349.614132, z=-663.070156
  Landmark 11: x=126.694901, y=398.627742, z=-658.425432
  Landmark 12: x=133.442391, y=431.967682, z=-655.515279
  Landmark 13: x=142.390353, y=264.260604, z=-655.446970
  Landmark 14: x=159.749096, y=333.669474, z=-664.815013
  Landmark 15: x=165.431513, y=379.568091, z=-657.902894
  Landmark 16: x=170.700773, y=411.376559, z=-654.253074
  Landmark 17: x=174.116439, y=240.595950, z=-656.480248
  Landmark 18: x=205.071253, y=291.756135, z=-670.185098
  Landmark 19: x=214.319466, y=324.482282, z=-663.239880
  Landmark 20: x=224.742020, y=354.341705, z=-662.716289
  Landmark 21: x=101.303541, y=-178.176348, z=-635.552945
