# Frame Index: 195
Hand 0
  Landmark 0: x=511.142005, y=119.406345, z=-637.154871
  Landmark 1: x=459.806966, y=159.892407, z=-657.082338
  Landmark 2: x=423.539724, y=211.283218, z=-654.528245
  Landmark 3: x=411.110280, y=267.444194, z=-660.234000
  Landmark 4: x=407.683027, y=319.452359, z=-671.842061
  Landmark 5: x=494.195920, y=274.480536, z=-650.387184
  Landmark 6: x=499.077363, y=354.392024, z=-660.553023
  Landmark 7: x=502.404038, y=396.012914, z=-662.011932
  Landmark 8: x=508.000276, y=429.334737, z=-666.333120
  Landmark 9: x=538.151947, y=270.415984, z=-649.360496
  Landmark 10: x=556.150109, y=350.526471, z=-653.888269
  Landmark 11: x=570.727551, y=397.862752, z=-657.637735
  Landmark 12: x=582.801379, y=429.533903, z=-661.725509
  Landmark 13: x=575.663360, y=257.494488, z=-650.665713
  Landmark 14: x=601.168807, y=324.983030, z=-649.463209
  Landmark 15: x=619.867764, y=367.760057, z=-652.151168
  Landmark 16: x=634.376698, y=396.417333, z=-656.746418
  Landmark 17: x=604.677367, y=231.181225, z=-656.447369
  Landmark 18: x=644.913891, y=277.102256, z=-662.419646
  Landmark 19: x=666.984919, y=303.811932, z=-664.476020
  Landmark 20: x=685.389278, y=329.400871, z=-667.116940
  Landmark 21: x=510.435730, y=-180.724725, z=-636.443935
Hand 1
  Landmark 0: x=105.734415, y=114.900200, z=-634.946401
  Landmark 1: x=53.574796, y=156.474673, z=-620.031665
  Landmark 2: x=60.887242, y=218.938720, z=-622.792683
  Landmark 3: x=108.595815, y=251.554142, z=-623.901013
  Landmark 4: x=160.836949, y=248.347802, z=-634.480549
  Landmark 5: x=74.063979, y=267.760459, z=-646.820485
  Landmark 6: x=73.372516, y=346.444703, z=-664.746173
  Landmark 7: x=74.758669, y=388.200771, z=-664.802082
  Landmark 8: x=78.195078, y=422.090479, z=-664.685806
  Landmark 9: x=116.893245, y=275.688505, z=-639.574305
  Landmark 10: x=125.136852, y=353.735338, z=-664.127506
  Landmark 11: x=131.637099, y=402.598659, z=-658.011406
  Landmark 12: x=138.363540, y=435.967868, z=-655.403740
  Landmark 13: x=149.099984, y=266.201376, z=-660.752009
  Landmark 14: x=163.937407, y=336.711213, z=-664.610930
  Landmark 15: x=169.152799, y=382.689078, z=-657.859188
  Landmark 16: x=174.497405, y=414.474123, z=-654.116037
  Landmark 17: x=178.959392, y=240.533306, z=-656.605449
  Landmark 18: x=205.806791, y=294.668886, z=-667.185774
  Landmark 19: x=216.730326, y=327.494151, z=-664.367174
  Landmark 20: x=226.366970, y=357.568945, z=-662.597795
  Landmark 21: x=105.054945, y=-176.082823, z=-635.531396
