# Frame Index: 98
Hand 0
  Landmark 0: x=513.505366, y=128.994941, z=-638.495152
  Landmark 1: x=458.768902, y=164.802554, z=-658.325580
  Landmark 2: x=422.803093, y=216.336107, z=-654.637059
  Landmark 3: x=409.938731, y=272.476582, z=-659.521447
  Landmark 4: x=403.324405, y=323.831667, z=-672.569373
  Landmark 5: x=498.664638, y=284.157231, z=-653.147291
  Landmark 6: x=503.896004, y=364.364839, z=-660.385466
  Landmark 7: x=504.483889, y=406.099649, z=-662.216789
  Landmark 8: x=511.066283, y=439.268588, z=-666.318986
  Landmark 9: x=542.718168, y=281.358152, z=-652.070867
  Landmark 10: x=559.345075, y=361.870816, z=-653.909772
  Landmark 11: x=575.432004, y=408.717418, z=-657.636754
  Landmark 12: x=587.158717, y=440.467997, z=-662.101501
  Landmark 13: x=580.463330, y=269.152406, z=-650.622593
  Landmark 14: x=612.172429, y=333.948838, z=-649.000040
  Landmark 15: x=633.951710, y=375.203367, z=-652.236850
  Landmark 16: x=649.583393, y=403.243693, z=-656.954424
  Landmark 17: x=607.399006, y=240.706541, z=-656.361073
  Landmark 18: x=650.257850, y=284.201483, z=-662.251445
  Landmark 19: x=672.438064, y=310.800285, z=-664.555283
  Landmark 20: x=692.203812, y=335.354465, z=-667.181318
  Landmark 21: x=509.488212, y=-179.516199, z=-636.443944
Hand 1
  Landmark 0: x=111.148489, y=116.079656, z=-637.230107
  Landmark 1: x=61.054162, y=157.457163, z=-616.017569
  Landmark 2: x=59.594187, y=220.217135, z=-620.697950
  Landmark 3: x=103.059065, y=257.988932, z=-625.717761
  Landmark 4: x=138.405311, y=296.898863, z=-635.098730
  Landmark 5: x=80.184502, y=269.459283, z=-642.347739
  Landmark 6: x=90.413105, y=346.829892, z=-662.894841
  Landmark 7: x=98.976541, y=387.670939, z=-664.936924
  Landmark 8: x=106.659044, y=420.855104, z=-664.583464
  Landmark 9: x=122.876873, y=276.232606, z=-633.337133
  Landmark 10: x=127.947774, y=352.268363, z=-664.239791
  Landmark 11: x=135.273806, y=400.992163, z=-657.946496
  Landmark 12: x=140.070167, y=434.693664, z=-655.347845
  Landmark 13: x=150.827507, y=267.012676, z=-659.974135
  Landmark 14: x=166.057131, y=337.407270, z=-664.371571
  Landmark 15: x=168.098603, y=383.713301, z=-658.180121
  Landmark 16: x=171.351446, y=415.730434, z=-654.034354
  Landmark 17: x=182.318719, y=243.211875, z=-656.899513
  Landmark 18: x=210.768215, y=296.565347, z=-667.263885
  Landmark 19: x=218.184447, y=330.362633, z=-664.523650
  Landmark 20: x=227.569369, y=360.499760, z=-662.482702
  Landmark 21: x=108.515240, y=-177.864325, z=-635.609488
