# Frame Index: 23
Hand 0
  Landmark 0: x=514.695377, y=151.738541, z=-641.277411
  Landmark 1: x=450.546318, y=168.229348, z=-658.143443
  Landmark 2: x=419.987639, y=222.378067, z=-648.297884
  Landmark 3: x=403.115916, y=277.368925, z=-653.994586
  Landmark 4: x=393.138978, y=324.364755, z=-677.301132
  Landmark 5: x=513.581067, y=307.652187, z=-655.418206
  Landmark 6: x=520.477833, y=387.965982, z=-659.310207
  Landmark 7: x=510.923269, y=428.539151, z=-662.142505
  Landmark 8: x=521.858225, y=460.549731, z=-666.152992
  Landmark 9: x=557.695282, y=308.401657, z=-653.662736
  Landmark 10: x=555.960290, y=390.610684, z=-652.773581
  Landmark 11: x=578.450690, y=434.802906, z=-655.691347
  Landmark 12: x=579.143197, y=467.893953, z=-664.061077
  Landmark 13: x=596.035946, y=298.376539, z=-651.368093
  Landmark 14: x=640.960946, y=354.833595, z=-650.356928
  Landmark 15: x=668.449025, y=392.619348, z=-652.198844
  Landmark 16: x=685.511429, y=419.796865, z=-657.007373
  Landmark 17: x=611.043597, y=261.926004, z=-655.077108
  Landmark 18: x=658.759512, y=299.986889, z=-661.237271
  Landmark 19: x=665.561798, y=333.833953, z=-664.824886
  Landmark 20: x=686.838025, y=357.134610, z=-667.036262
  Landmark 21: x=504.743098, y=-188.801358, z=-636.257406
Hand 1
  Landmark 0: x=115.916535, y=126.593869, z=-635.063208
  Landmark 1: x=60.284649, y=164.005868, z=-621.761049
  Landmark 2: x=66.688935, y=226.618175, z=-623.000473
  Landmark 3: x=113.959258, y=259.864180, z=-624.150282
  Landmark 4: x=149.759764, y=296.395374, z=-639.484505
  Landmark 5: x=81.425101, y=278.831571, z=-647.075354
  Landmark 6: x=87.703412, y=355.579460, z=-671.228276
  Landmark 7: x=105.686534, y=391.699722, z=-660.391831
  Landmark 8: x=87.466536, y=419.980319, z=-665.737332
  Landmark 9: x=123.462756, y=279.897414, z=-660.544088
  Landmark 10: x=132.225410, y=361.606515, z=-663.538020
  Landmark 11: x=146.761541, y=408.643127, z=-656.939373
  Landmark 12: x=131.063250, y=438.896080, z=-654.971694
  Landmark 13: x=163.063356, y=282.598278, z=-660.021622
  Landmark 14: x=180.096083, y=352.596492, z=-664.122177
  Landmark 15: x=176.154831, y=398.831100, z=-658.327483
  Landmark 16: x=173.772686, y=430.804591, z=-653.338784
  Landmark 17: x=188.588653, y=252.461634, z=-657.216261
  Landmark 18: x=218.150437, y=305.623174, z=-665.174827
  Landmark 19: x=220.934969, y=340.210320, z=-666.035924
  Landmark 20: x=228.356381, y=370.570648, z=-661.171586
  Landmark 21: x=113.208624, y=-170.766590, z=-635.563479
