# Frame Index: 117
Hand 0
  Landmark 0: x=512.289756, y=126.488631, z=-638.580111
  Landmark 1: x=458.668975, y=164.283245, z=-657.760601
  Landmark 2: x=422.729665, y=215.894861, z=-655.029456
  Landmark 3: x=409.663790, y=271.987373, z=-659.929969
  Landmark 4: x=403.963529, y=323.656090, z=-672.144465
  Landmark 5: x=497.002961, y=281.604687, z=-653.263161
  Landmark 6: x=502.022556, y=361.832823, z=-660.423391
  Landmark 7: x=503.558729, y=403.547421, z=-662.163042
  Landmark 8: x=509.834898, y=436.767544, z=-666.330519
  Landmark 9: x=540.976883, y=278.172894, z=-651.207872
  Landmark 10: x=558.476713, y=358.472697, z=-654.004745
  Landmark 11: x=574.097244, y=405.480951, z=-657.679969
  Landmark 12: x=586.079710, y=437.160924, z=-661.963544
  Landmark 13: x=578.604599, y=265.542718, z=-650.568559
  Landmark 14: x=608.348529, y=331.271588, z=-649.267893
  Landmark 15: x=629.274367, y=372.983031, z=-652.270569
  Landmark 16: x=644.436246, y=401.289106, z=-656.934156
  Landmark 17: x=606.427095, y=237.994072, z=-656.451500
  Landmark 18: x=648.598894, y=282.159823, z=-662.309232
  Landmark 19: x=670.878483, y=308.682064, z=-664.535620
  Landmark 20: x=690.307146, y=333.502555, z=-667.173651
  Landmark 21: x=509.559204, y=-179.368074, z=-636.443938
Hand 1
  Landmark 0: x=107.833203, y=119.786309, z=-635.925499
  Landmark 1: x=53.370565, y=156.701004, z=-617.415012
  Landmark 2: x=21.439174, y=210.628278, z=-623.338457
  Landmark 3: x=2.103304, y=264.759826, z=-629.421375
  Landmark 4: x=-14.124992, y=314.781990, z=-638.682503
  Landmark 5: x=78.718826, y=273.537951, z=-631.123996
  Landmark 6: x=90.551560, y=346.736006, z=-662.983855
  Landmark 7: x=99.028068, y=387.603993, z=-664.841328
  Landmark 8: x=107.096445, y=420.697732, z=-664.638030
  Landmark 9: x=122.029959, y=276.055799, z=-639.340663
  Landmark 10: x=127.855961, y=353.906534, z=-665.175633
  Landmark 11: x=135.741927, y=402.352888, z=-657.556754
  Landmark 12: x=141.441637, y=435.941130, z=-655.344865
  Landmark 13: x=152.912872, y=266.850828, z=-662.520161
  Landmark 14: x=164.937398, y=337.969321, z=-664.581203
  Landmark 15: x=168.317989, y=384.137047, z=-657.958301
  Landmark 16: x=172.192563, y=416.100936, z=-653.938046
  Landmark 17: x=184.393392, y=243.591636, z=-656.552345
  Landmark 18: x=210.480981, y=297.859648, z=-668.291511
  Landmark 19: x=218.385092, y=331.401934, z=-664.143417
  Landmark 20: x=227.916485, y=361.519548, z=-662.539985
  Landmark 21: x=107.928127, y=-175.771995, z=-635.629645
