# Frame Index: 28
Hand 0
  Landmark 0: x=514.800691, y=151.245884, z=-641.158338
  Landmark 1: x=450.883651, y=168.362484, z=-658.279852
  Landmark 2: x=419.408606, y=222.076805, z=-648.955408
  Landmark 3: x=403.284834, y=277.324702, z=-654.321628
  Landmark 4: x=394.525919, y=324.616167, z=-677.519518
  Landmark 5: x=514.023791, y=307.216074, z=-654.684806
  Landmark 6: x=521.316222, y=387.450050, z=-659.412271
  Landmark 7: x=512.165856, y=428.122314, z=-662.156693
  Landmark 8: x=523.466581, y=460.004443, z=-666.176418
  Landmark 9: x=558.163245, y=307.692915, z=-653.594577
  Landmark 10: x=557.084641, y=389.913755, z=-652.760944
  Landmark 11: x=579.932058, y=433.917810, z=-655.748006
  Landmark 12: x=580.927139, y=466.992770, z=-664.150737
  Landmark 13: x=596.512835, y=297.685414, z=-651.373284
  Landmark 14: x=641.792956, y=353.858176, z=-650.368249
  Landmark 15: x=669.612690, y=391.400646, z=-652.205832
  Landmark 16: x=686.845413, y=418.474909, z=-656.989423
  Landmark 17: x=611.404663, y=261.190134, z=-655.109072
  Landmark 18: x=659.641356, y=298.601296, z=-661.192945
  Landmark 19: x=668.342734, y=331.994401, z=-664.928237
  Landmark 20: x=689.907965, y=355.034851, z=-667.065341
  Landmark 21: x=504.866411, y=-189.572739, z=-636.196601
Hand 1
  Landmark 0: x=116.834521, y=125.120984, z=-635.136064
  Landmark 1: x=61.506459, y=162.542398, z=-620.646243
  Landmark 2: x=71.209922, y=224.737045, z=-621.367571
  Landmark 3: x=119.161170, y=256.794675, z=-625.120996
  Landmark 4: x=153.183112, y=294.474621, z=-641.676109
  Landmark 5: x=80.340327, y=276.798325, z=-648.267206
  Landmark 6: x=89.106875, y=354.125572, z=-669.636886
  Landmark 7: x=107.861088, y=390.524717, z=-661.337759
  Landmark 8: x=90.063555, y=419.251120, z=-665.624500
  Landmark 9: x=124.374696, y=278.801111, z=-650.849911
  Landmark 10: x=131.917599, y=359.576979, z=-664.284509
  Landmark 11: x=145.236047, y=406.796128, z=-656.522112
  Landmark 12: x=130.563646, y=437.592244, z=-655.155041
  Landmark 13: x=162.515720, y=280.999373, z=-661.629740
  Landmark 14: x=179.461902, y=351.105790, z=-663.773326
  Landmark 15: x=175.446024, y=397.394571, z=-658.484489
  Landmark 16: x=173.227213, y=429.379583, z=-653.494404
  Landmark 17: x=188.580393, y=251.488221, z=-657.464074
  Landmark 18: x=218.598125, y=304.413316, z=-665.290786
  Landmark 19: x=220.187015, y=339.079639, z=-665.988898
  Landmark 20: x=229.619062, y=368.890353, z=-661.209106
  Landmark 21: x=113.499205, y=-170.666061, z=-635.605996
