# Frame Index: 60
Hand 0
  Landmark 0: x=513.914320, y=138.572437, z=-638.504215
  Landmark 1: x=455.518694, y=167.401768, z=-659.248683
  Landmark 2: x=420.869954, y=219.543534, z=-652.649210
  Landmark 3: x=407.024320, y=275.438734, z=-657.661906
  Landmark 4: x=400.009169, y=325.622331, z=-674.506395
  Landmark 5: x=505.251354, y=294.169384, z=-653.497958
  Landmark 6: x=512.447827, y=374.269817, z=-660.217370
  Landmark 7: x=509.536457, y=415.897312, z=-662.259437
  Landmark 8: x=517.974279, y=448.652367, z=-666.289915
  Landmark 9: x=549.303535, y=292.447722, z=-651.018330
  Landmark 10: x=560.399725, y=373.905791, z=-652.911038
  Landmark 11: x=578.519139, y=419.951432, z=-657.243464
  Landmark 12: x=588.049176, y=452.302597, z=-662.547198
  Landmark 13: x=587.399972, y=281.300122, z=-650.608910
  Landmark 14: x=626.540043, y=341.913856, z=-649.767658
  Landmark 15: x=651.212559, y=381.558535, z=-652.281068
  Landmark 16: x=667.570222, y=409.184299, z=-656.983094
  Landmark 17: x=609.509084, y=248.895616, z=-655.972063
  Landmark 18: x=655.373565, y=289.179506, z=-662.058507
  Landmark 19: x=675.198727, y=317.546552, z=-664.711750
  Landmark 20: x=696.008430, y=341.247666, z=-667.099773
  Landmark 21: x=506.323824, y=-182.478346, z=-636.443918
Hand 1
  Landmark 0: x=110.655065, y=121.992261, z=-636.023706
  Landmark 1: x=51.769939, y=152.764034, z=-619.987760
  Landmark 2: x=16.461918, y=204.467280, z=-626.542906
  Landmark 3: x=0.659773, y=259.980550, z=-629.652725
  Landmark 4: x=-17.840402, y=306.390801, z=-648.498800
  Landmark 5: x=79.923606, y=274.637947, z=-652.306854
  Landmark 6: x=95.689191, y=352.935223, z=-663.882805
  Landmark 7: x=107.978453, y=392.838004, z=-665.378061
  Landmark 8: x=110.456874, y=426.797813, z=-664.416915
  Landmark 9: x=122.406622, y=279.954701, z=-641.507195
  Landmark 10: x=130.718542, y=357.873739, z=-666.440320
  Landmark 11: x=139.658422, y=405.704844, z=-656.462951
  Landmark 12: x=140.017831, y=439.823982, z=-655.320684
  Landmark 13: x=155.698934, y=273.834888, z=-662.242305
  Landmark 14: x=171.444708, y=344.221837, z=-664.346041
  Landmark 15: x=172.198709, y=390.580514, z=-658.258759
  Landmark 16: x=173.744213, y=422.681163, z=-653.783831
  Landmark 17: x=184.624935, y=247.239584, z=-657.383837
  Landmark 18: x=213.479625, y=300.681592, z=-666.029417
  Landmark 19: x=220.696576, y=334.611517, z=-664.828395
  Landmark 20: x=230.308683, y=364.624823, z=-662.126875
  Landmark 21: x=106.536346, y=-171.514909, z=-635.617939
