# Frame Index: 106
Hand 0
  Landmark 0: x=512.758755, y=127.857385, z=-638.802119
  Landmark 1: x=459.217710, y=165.823252, z=-657.866804
  Landmark 2: x=422.029853, y=216.519181, z=-654.730199
  Landmark 3: x=409.082715, y=272.626505, z=-659.774206
  Landmark 4: x=403.835174, y=324.206745, z=-672.552488
  Landmark 5: x=497.851089, y=283.124867, z=-652.219993
  Landmark 6: x=502.972798, y=363.246391, z=-660.425383
  Landmark 7: x=503.991741, y=404.976214, z=-662.179675
  Landmark 8: x=510.505299, y=438.151769, z=-666.337897
  Landmark 9: x=541.876910, y=279.916322, z=-651.152480
  Landmark 10: x=558.936614, y=360.310601, z=-653.954455
  Landmark 11: x=574.850109, y=407.216734, z=-657.677249
  Landmark 12: x=586.708452, y=438.934263, z=-662.027794
  Landmark 13: x=579.536082, y=267.376104, z=-650.600221
  Landmark 14: x=610.314474, y=332.623039, z=-649.115152
  Landmark 15: x=631.680311, y=374.100757, z=-652.253755
  Landmark 16: x=647.045469, y=402.293762, z=-656.936907
  Landmark 17: x=606.930863, y=239.380326, z=-656.378704
  Landmark 18: x=649.442530, y=283.218730, z=-662.238716
  Landmark 19: x=671.750772, y=309.710212, z=-664.543040
  Landmark 20: x=691.412030, y=334.346780, z=-667.181946
  Landmark 21: x=509.565148, y=-179.399526, z=-636.443929
Hand 1
  Landmark 0: x=108.961891, y=118.478757, z=-636.759410
  Landmark 1: x=59.480909, y=160.542979, z=-615.458106
  Landmark 2: x=23.492947, y=212.042360, z=-619.399185
  Landmark 3: x=11.252754, y=268.486480, z=-621.710249
  Landmark 4: x=8.687934, y=320.901755, z=-631.579552
  Landmark 5: x=78.777613, y=272.035355, z=-632.337954
  Landmark 6: x=90.467901, y=345.988435, z=-662.459340
  Landmark 7: x=98.962301, y=386.824976, z=-664.850109
  Landmark 8: x=106.858222, y=419.959969, z=-664.602893
  Landmark 9: x=122.265697, y=275.048269, z=-639.367633
  Landmark 10: x=128.115379, y=353.110175, z=-664.551892
  Landmark 11: x=135.615040, y=401.744157, z=-657.786160
  Landmark 12: x=140.771064, y=435.403501, z=-655.333988
  Landmark 13: x=153.032454, y=266.502035, z=-662.950343
  Landmark 14: x=165.791387, y=337.510017, z=-664.274720
  Landmark 15: x=168.414020, y=383.789826, z=-658.106134
  Landmark 16: x=171.803304, y=415.798116, z=-654.001604
  Landmark 17: x=184.352238, y=243.127848, z=-656.598460
  Landmark 18: x=211.088360, y=297.114490, z=-668.174705
  Landmark 19: x=218.021138, y=330.900269, z=-664.272934
  Landmark 20: x=227.740469, y=360.948272, z=-662.500554
  Landmark 21: x=108.193069, y=-176.824501, z=-635.610079
